x,E,N,z
10.51924574,255081.4368,4208579.372,3766.096924
10.54879418,255081.4641,4208579.383,3766.09082
10.57834262,255081.4915,4208579.394,3766.080811
10.60789107,255081.5189,4208579.405,3766.074219
10.63743951,255081.5463,4208579.416,3766.067871
10.66698795,255081.5736,4208579.427,3766.05835
10.6965364,255081.601,4208579.439,3766.052002
10.72608484,255081.6284,4208579.45,3766.041748
10.75563328,255081.6558,4208579.461,3766.034912
10.78518173,255081.6831,4208579.472,3766.028564
10.81473017,255081.7105,4208579.483,3766.019043
10.84427861,255081.7379,4208579.494,3766.012695
10.87382705,255081.7653,4208579.505,3766.005859
10.9033755,255081.7927,4208579.516,3766.000977
10.93292394,255081.82,4208579.527,3765.99585
10.96247238,255081.8474,4208579.539,3765.989502
10.99202083,255081.8748,4208579.55,3765.983887
11.02156927,255081.9022,4208579.561,3765.977539
11.05111771,255081.9295,4208579.572,3765.9729
11.08066616,255081.9569,4208579.583,3765.968506
11.1102146,255081.9843,4208579.594,3765.964111
11.13976304,255082.0117,4208579.605,3765.961182
11.16931149,255082.039,4208579.616,3765.958252
11.19885993,255082.0664,4208579.628,3765.956543
11.22840837,255082.0938,4208579.639,3765.955078
11.25795681,255082.1212,4208579.65,3765.952637
11.28750526,255082.1485,4208579.661,3765.950928
11.3170537,255082.1759,4208579.672,3765.948242
11.34660214,255082.2033,4208579.683,3765.946045
11.37615059,255082.2307,4208579.694,3765.942627
11.40569903,255082.258,4208579.705,3765.94043
11.43524747,255082.2854,4208579.717,3765.938232
11.46479592,255082.3128,4208579.728,3765.933594
11.49434436,255082.3402,4208579.739,3765.930664
11.5238928,255082.3675,4208579.75,3765.925049
11.55344125,255082.3949,4208579.761,3765.922363
11.58298969,255082.4223,4208579.772,3765.919434
11.61253813,255082.4497,4208579.783,3765.91333
11.64208658,255082.477,4208579.794,3765.9104
11.67163502,255082.5044,4208579.806,3765.904541
11.70118346,255082.5318,4208579.817,3765.901855
11.7307319,255082.5592,4208579.828,3765.899414
11.76028035,255082.5865,4208579.839,3765.89502
11.78982879,255082.6139,4208579.85,3765.892822
11.81937723,255082.6413,4208579.861,3765.889404
11.84892568,255082.6687,4208579.872,3765.887695
11.87847412,255082.696,4208579.883,3765.885742
11.90802256,255082.7234,4208579.894,3765.883057
11.93757101,255082.7508,4208579.906,3765.880615
11.96711945,255082.7782,4208579.917,3765.876953
11.99666789,255082.8055,4208579.928,3765.873535
12.02621634,255082.8329,4208579.939,3765.869141
12.05576478,255082.8603,4208579.95,3765.863037
12.08531322,255082.8877,4208579.961,3765.857178
12.11486166,255082.9151,4208579.972,3765.849854
12.14441011,255082.9424,4208579.983,3765.84375
12.17395855,255082.9698,4208579.995,3765.83667
12.20350699,255082.9972,4208580.006,3765.827881
12.23305544,255083.0246,4208580.017,3765.819824
12.26260388,255083.0519,4208580.028,3765.810303
12.29215232,255083.0793,4208580.039,3765.800293
12.32170077,255083.1067,4208580.05,3765.789063
12.35124921,255083.1341,4208580.061,3765.777588
12.38079765,255083.1614,4208580.072,3765.765381
12.4103461,255083.1888,4208580.084,3765.752197
12.43989454,255083.2162,4208580.095,3765.738037
12.46944298,255083.2436,4208580.106,3765.724854
12.49899142,255083.2709,4208580.117,3765.710938
12.52853987,255083.2983,4208580.128,3765.698242
12.55808831,255083.3257,4208580.139,3765.688477
12.58763675,255083.3531,4208580.15,3765.678711
12.6171852,255083.3804,4208580.161,3765.671387
12.64673364,255083.4078,4208580.173,3765.663086
12.67628208,255083.4352,4208580.184,3765.65625
12.70583053,255083.4626,4208580.195,3765.650635
12.73537897,255083.4899,4208580.206,3765.646729
12.76492741,255083.5173,4208580.217,3765.644287
12.79447586,255083.5447,4208580.228,3765.643066
12.8240243,255083.5721,4208580.239,3765.64209
12.85357274,255083.5994,4208580.25,3765.640625
12.88312118,255083.6268,4208580.261,3765.639893
12.91266963,255083.6542,4208580.273,3765.638916
12.94221807,255083.6816,4208580.284,3765.638428
12.97176651,255083.7089,4208580.295,3765.637939
13.00131496,255083.7363,4208580.306,3765.636963
13.0308634,255083.7637,4208580.317,3765.636475
13.06041184,255083.7911,4208580.328,3765.635254
13.08996029,255083.8184,4208580.339,3765.634521
13.11950873,255083.8458,4208580.35,3765.633789
13.14905717,255083.8732,4208580.362,3765.630859
13.17860562,255083.9006,4208580.373,3765.628906
13.20815406,255083.928,4208580.384,3765.624756
13.2377025,255083.9553,4208580.395,3765.623047
13.26725094,255083.9827,4208580.406,3765.620605
13.29679939,255084.0101,4208580.417,3765.618652
13.32634783,255084.0375,4208580.428,3765.616455
13.35589627,255084.0648,4208580.439,3765.61377
13.38544472,255084.0922,4208580.451,3765.610352
13.41499316,255084.1196,4208580.462,3765.606689
13.4445416,255084.147,4208580.473,3765.602539
13.47409005,255084.1743,4208580.484,3765.5979
13.50363849,255084.2017,4208580.495,3765.592529
13.53318693,255084.2291,4208580.506,3765.587158
13.56273538,255084.2565,4208580.517,3765.581055
13.59228382,255084.2838,4208580.528,3765.574707
