x,E,N,z
0,259960.1161,4203340.502,3558.911865
0.027910619,259960.14,4203340.488,3558.888672
0.055821239,259960.1638,4203340.474,3558.867432
0.083731858,259960.1877,4203340.459,3558.847412
0.111642477,259960.2116,4203340.445,3558.830078
0.139553097,259960.2355,4203340.43,3558.816406
0.167463716,259960.2593,4203340.416,3558.809326
0.195374335,259960.2832,4203340.401,3558.80542
0.223284954,259960.3071,4203340.387,3558.798828
0.251195574,259960.331,4203340.372,3558.795654
0.279106193,259960.3549,4203340.358,3558.786621
0.307016812,259960.3787,4203340.344,3558.782227
0.334927432,259960.4026,4203340.329,3558.77832
0.362838051,259960.4265,4203340.315,3558.766846
0.39074867,259960.4504,4203340.3,3558.763184
0.41865929,259960.4742,4203340.286,3558.760986
0.446569909,259960.4981,4203340.271,3558.748535
0.474480528,259960.522,4203340.257,3558.744385
0.502391147,259960.5459,4203340.242,3558.731201
0.530301767,259960.5697,4203340.228,3558.729736
0.558212386,259960.5936,4203340.213,3558.72876
0.586123005,259960.6175,4203340.199,3558.717529
0.614033625,259960.6414,4203340.185,3558.717041
0.641944244,259960.6653,4203340.17,3558.706543
0.669854863,259960.6891,4203340.156,3558.707031
0.697765483,259960.713,4203340.141,3558.708252
0.725676102,259960.7369,4203340.127,3558.69873
0.753586721,259960.7608,4203340.112,3558.700195
0.781497341,259960.7846,4203340.098,3558.692139
0.80940796,259960.8085,4203340.083,3558.693604
0.837318579,259960.8324,4203340.069,3558.693604
0.865229198,259960.8563,4203340.054,3558.684082
0.893139818,259960.8802,4203340.04,3558.682861
0.921050437,259960.904,4203340.026,3558.67334
0.948961056,259960.9279,4203340.011,3558.671387
0.976871676,259960.9518,4203339.997,3558.669922
1.004782295,259960.9757,4203339.982,3558.662842
1.032692914,259960.9995,4203339.968,3558.662354
1.060603534,259961.0234,4203339.953,3558.656738
1.088514153,259961.0473,4203339.939,3558.656982
1.116424772,259961.0712,4203339.924,3558.657715
1.144335391,259961.0951,4203339.91,3558.653076
1.172246011,259961.1189,4203339.895,3558.653809
1.20015663,259961.1428,4203339.881,3558.648682
1.228067249,259961.1667,4203339.867,3558.64917
1.255977869,259961.1906,4203339.852,3558.649658
1.283888488,259961.2144,4203339.838,3558.644531
1.311799107,259961.2383,4203339.823,3558.644287
1.339709727,259961.2622,4203339.809,3558.644287
1.367620346,259961.2861,4203339.794,3558.639404
1.395530965,259961.31,4203339.78,3558.639404
1.423441584,259961.3338,4203339.765,3558.634521
1.451352204,259961.3577,4203339.751,3558.634766
1.479262823,259961.3816,4203339.737,3558.635254
1.507173442,259961.4055,4203339.722,3558.630615
1.535084062,259961.4293,4203339.708,3558.631592
1.562994681,259961.4532,4203339.693,3558.62793
1.5909053,259961.4771,4203339.679,3558.628662
1.61881592,259961.501,4203339.664,3558.629395
1.646726539,259961.5249,4203339.65,3558.624268
1.674637158,259961.5487,4203339.635,3558.625244
1.702547778,259961.5726,4203339.621,3558.618652
1.730458397,259961.5965,4203339.606,3558.619873
1.758369016,259961.6204,4203339.592,3558.621094
1.786279635,259961.6442,4203339.578,3558.614014
1.814190255,259961.6681,4203339.563,3558.616455
1.842100874,259961.692,4203339.549,3558.609619
1.870011493,259961.7159,4203339.534,3558.614258
1.897922113,259961.7397,4203339.52,3558.619385
1.925832732,259961.7636,4203339.505,3558.614746
1.953743351,259961.7875,4203339.491,3558.621338
1.981653971,259961.8114,4203339.476,3558.617188
2.00956459,259961.8353,4203339.462,3558.626709
2.037475209,259961.8591,4203339.447,3558.633789
2.065385828,259961.883,4203339.433,3558.631836
2.093296448,259961.9069,4203339.419,3558.640137
2.121207067,259961.9308,4203339.404,3558.638428
2.149117686,259961.9546,4203339.39,3558.645752
2.177028306,259961.9785,4203339.375,3558.652832
2.204938925,259962.0024,4203339.361,3558.649658
2.232849544,259962.0263,4203339.346,3558.653809
2.260760164,259962.0502,4203339.332,3558.650146
2.288670783,259962.074,4203339.317,3558.652588
2.316581402,259962.0979,4203339.303,3558.65332
2.344492022,259962.1218,4203339.288,3558.648438
2.372402641,259962.1457,4203339.274,3558.648193
2.40031326,259962.1695,4203339.26,3558.646484
2.428223879,259962.1934,4203339.245,3558.639893
2.456134499,259962.2173,4203339.231,3558.637939
2.484045118,259962.2412,4203339.216,3558.630371
2.511955737,259962.2651,4203339.202,3558.627441
2.539866357,259962.2889,4203339.187,3558.624023
2.567776976,259962.3128,4203339.173,3558.617676
2.595687595,259962.3367,4203339.158,3558.614746
2.623598215,259962.3606,4203339.144,3558.608154
2.651508834,259962.3844,4203339.13,3558.60498
2.679419453,259962.4083,4203339.115,3558.602539
2.707330072,259962.4322,4203339.101,3558.595215
2.735240692,259962.4561,4203339.086,3558.592773
2.763151311,259962.48,4203339.072,3558.58667
2.79106193,259962.5038,4203339.057,3558.585205
2.81897255,259962.5277,4203339.043,3558.58374
2.846883169,259962.5516,4203339.028,3558.579102
2.874793788,259962.5755,4203339.014,3558.579102
2.902704408,259962.5993,4203338.999,3558.575195
2.930615027,259962.6232,4203338.985,3558.575684
2.958525646,259962.6471,4203338.971,3558.577148
2.986436265,259962.671,4203338.956,3558.573975
3.014346885,259962.6949,4203338.942,3558.576172
3.042257504,259962.7187,4203338.927,3558.573486
3.070168123,259962.7426,4203338.913,3558.576416
3.098078743,259962.7665,4203338.898,3558.582031
3.125989362,259962.7904,4203338.884,3558.579346
3.153899981,259962.8142,4203338.869,3558.591553
3.181810601,259962.8381,4203338.855,3558.591797
3.20972122,259962.862,4203338.84,3558.612305
3.237631839,259962.8859,4203338.826,3558.635742
3.265542459,259962.9097,4203338.812,3558.637939
3.293453078,259962.9336,4203338.797,3558.654053
3.321363697,259962.9575,4203338.783,3558.655518
3.349274316,259962.9814,4203338.768,3558.668457
3.377184936,259963.0053,4203338.754,3558.682373
3.405095555,259963.0291,4203338.739,3558.683105
3.433006174,259963.053,4203338.725,3558.692871
3.460916794,259963.0769,4203338.71,3558.701172
3.488827413,259963.1008,4203338.696,3558.701416
3.516738032,259963.1246,4203338.682,3558.710205
3.544648652,259963.1485,4203338.667,3558.710449
3.572559271,259963.1724,4203338.653,3558.718994
3.60046989,259963.1963,4203338.638,3558.723145
3.628380509,259963.2202,4203338.624,3558.722412
3.656291129,259963.244,4203338.609,3558.723877
3.684201748,259963.2679,4203338.595,3558.723145
3.712112367,259963.2918,4203338.58,3558.724121
3.740022987,259963.3157,4203338.566,3558.725098
3.767933606,259963.3395,4203338.551,3558.723633
3.795844225,259963.3634,4203338.537,3558.724121
3.823754845,259963.3873,4203338.523,3558.723145
3.851665464,259963.4112,4203338.508,3558.723145
3.879576083,259963.4351,4203338.494,3558.7229
3.907486703,259963.4589,4203338.479,3558.722168
3.935397322,259963.4828,4203338.465,3558.72168
3.963307941,259963.5067,4203338.45,3558.719971
3.99121856,259963.5306,4203338.436,3558.718506
4.01912918,259963.5544,4203338.421,3558.716553
4.047039799,259963.5783,4203338.407,3558.711914
4.074950418,259963.6022,4203338.392,3558.703125
4.102861038,259963.6261,4203338.378,3558.689697
4.130771657,259963.65,4203338.364,3558.673096
4.158682276,259963.6738,4203338.349,3558.657959
4.186592896,259963.6977,4203338.335,3558.645996
4.214503515,259963.7216,4203338.32,3558.634277
4.242414134,259963.7455,4203338.306,3558.623047
4.270324753,259963.7693,4203338.291,3558.611328
4.298235373,259963.7932,4203338.277,3558.602539
4.326145992,259963.8171,4203338.262,3558.596191
4.354056611,259963.841,4203338.248,3558.590088
4.381967231,259963.8648,4203338.233,3558.584961
4.40987785,259963.8887,4203338.219,3558.581787
4.437788469,259963.9126,4203338.205,3558.579834
4.465699089,259963.9365,4203338.19,3558.577881
4.493609708,259963.9604,4203338.176,3558.577393
