x,lon,lat,z
0,-107.7895929,37.99071242,3792.824219
9.564055274,-107.7896793,37.99066008,3794.394531
23.3292348,-107.7898347,37.99067607,3797.680664
30.56944797,-107.7899153,37.99068946,3799.363281
41.82044847,-107.7900249,37.99063704,3802.314453
56.14227211,-107.7901366,37.99054314,3805.296387
69.59466179,-107.7902614,37.99047294,3807.251709
80.17447095,-107.79035,37.9904084,3812.334717
86.59267801,-107.7904031,37.99036872,3818.193604
86.59267801,-107.7904031,37.99036872,3818.193604
