x,E,N,z
13.4245607,255014.2841,4208454.797,3784.07959
13.45434777,255014.2567,4208454.785,3784.079346
13.48413484,255014.2292,4208454.773,3784.081787
13.51392191,255014.2018,4208454.762,3784.081787
13.54370898,255014.1743,4208454.75,3784.081787
13.57349604,255014.1469,4208454.739,3784.084229
13.60328311,255014.1194,4208454.727,3784.084229
13.63307018,255014.092,4208454.716,3784.086426
13.66285725,255014.0645,4208454.704,3784.086914
13.69264432,255014.037,4208454.693,3784.089355
13.72243138,255014.0096,4208454.681,3784.090088
13.75221845,255013.9821,4208454.669,3784.091064
13.78200552,255013.9547,4208454.658,3784.097656
13.81179259,255013.9272,4208454.646,3784.099121
13.84157966,255013.8998,4208454.635,3784.10791
13.87136673,255013.8723,4208454.623,3784.111572
13.90115379,255013.8449,4208454.612,3784.124023
13.93094086,255013.8174,4208454.6,3784.128174
13.96072793,255013.79,4208454.589,3784.132324
13.990515,255013.7625,4208454.577,3784.14624
14.02030207,255013.7351,4208454.565,3784.147705
14.05008913,255013.7076,4208454.554,3784.159424
14.0798762,255013.6802,4208454.542,3784.161621
14.10966327,255013.6527,4208454.531,3784.162354
14.13945034,255013.6253,4208454.519,3784.170166
14.16705208,255013.5978,4208454.516,3784.169189
14.19465382,255013.5703,4208454.514,3784.168945
14.22225556,255013.5429,4208454.511,3784.167969
14.2498573,255013.5154,4208454.508,3784.167725
14.27745904,255013.4879,4208454.505,3784.167725
14.30506077,255013.4605,4208454.503,3784.17334
14.33266251,255013.433,4208454.5,3784.17334
14.36026425,255013.4055,4208454.497,3784.172852
14.38786599,255013.3781,4208454.494,3784.172852
14.41546773,255013.3506,4208454.492,3784.173096
14.44306947,255013.3231,4208454.489,3784.17334
14.47067121,255013.2957,4208454.486,3784.173584
14.49827295,255013.2682,4208454.483,3784.174072
14.52587469,255013.2407,4208454.481,3784.175781
14.55347643,255013.2133,4208454.478,3784.176758
14.58107817,255013.1858,4208454.475,3784.18335
14.6086799,255013.1584,4208454.472,3784.185547
14.63628164,255013.1309,4208454.47,3784.188721
14.66388338,255013.1034,4208454.467,3784.193115
14.69148512,255013.076,4208454.464,3784.197998
14.71908686,255013.0485,4208454.461,3784.204102
14.7466886,255013.021,4208454.459,3784.210449
14.77429034,255012.9936,4208454.456,3784.216553
14.80189208,255012.9661,4208454.453,3784.2229
14.82949382,255012.9386,4208454.45,3784.230713
14.85709556,255012.9112,4208454.448,3784.243652
14.8846973,255012.8837,4208454.445,3784.248779
14.91229904,255012.8562,4208454.442,3784.254395
14.93990077,255012.8288,4208454.44,3784.259033
14.96750251,255012.8013,4208454.437,3784.262939
14.99510425,255012.7738,4208454.434,3784.266602
15.02270599,255012.7464,4208454.431,3784.271729
15.05030773,255012.7189,4208454.429,3784.275391
15.07790947,255012.6915,4208454.426,3784.279541
15.10551121,255012.664,4208454.423,3784.283691
15.13311295,255012.6365,4208454.42,3784.294922
15.16071469,255012.6091,4208454.418,3784.300293
15.18831643,255012.5816,4208454.415,3784.305908
15.21591817,255012.5541,4208454.412,3784.3125
15.24351991,255012.5267,4208454.409,3784.320313
15.27112164,255012.4992,4208454.407,3784.328369
15.29872338,255012.4717,4208454.404,3784.336914
15.32632512,255012.4443,4208454.401,3784.345459
15.35392686,255012.4168,4208454.398,3784.354736
15.3815286,255012.3893,4208454.396,3784.364014
15.40913034,255012.3619,4208454.393,3784.378906
15.43673208,255012.3344,4208454.39,3784.387451
15.46433382,255012.3069,4208454.387,3784.39502
15.49193556,255012.2795,4208454.385,3784.403076
15.5195373,255012.252,4208454.382,3784.4104
15.54713904,255012.2245,4208454.379,3784.418213
15.57474077,255012.1971,4208454.376,3784.424805
15.60234251,255012.1696,4208454.374,3784.432129
15.62994425,255012.1422,4208454.371,3784.439453
15.65754599,255012.1147,4208454.368,3784.446533
15.68514773,255012.0872,4208454.365,3784.458252
15.71274947,255012.0598,4208454.363,3784.465332
15.74035121,255012.0323,4208454.36,3784.472168
15.76795295,255012.0048,4208454.357,3784.47876
15.79555469,255011.9774,4208454.354,3784.486816
15.82315643,255011.9499,4208454.352,3784.494141
15.85075817,255011.9224,4208454.349,3784.499756
15.87835991,255011.895,4208454.346,3784.506836
15.90596164,255011.8675,4208454.343,3784.511475
15.93356338,255011.84,4208454.341,3784.517334
15.96116512,255011.8126,4208454.338,3784.526611
15.98876686,255011.7851,4208454.335,3784.531982
16.0163686,255011.7576,4208454.332,3784.536621
16.04397034,255011.7302,4208454.33,3784.540771
16.07157208,255011.7027,4208454.327,3784.544434
16.09917382,255011.6753,4208454.324,3784.548584
16.12677556,255011.6478,4208454.321,3784.552979
16.1543773,255011.6203,4208454.319,3784.556396
16.18197904,255011.5929,4208454.316,3784.560547
16.20958077,255011.5654,4208454.313,3784.564453
16.23718251,255011.5379,4208454.31,3784.571533
16.26478425,255011.5105,4208454.308,3784.575684
16.29238599,255011.483,4208454.305,3784.580322
16.31998773,255011.4555,4208454.302,3784.584717
16.34758947,255011.4281,4208454.299,3784.588623
16.37519121,255011.4006,4208454.297,3784.592529
16.40279295,255011.3731,4208454.294,3784.596436
16.43039469,255011.3457,4208454.291,3784.600098
16.45799643,255011.3182,4208454.288,3784.604248
16.48559817,255011.2907,4208454.286,3784.608643
16.51319991,255011.2633,4208454.283,3784.61792
16.54080164,255011.2358,4208454.28,3784.622559
16.56840338,255011.2084,4208454.277,3784.628174
16.59600512,255011.1809,4208454.275,3784.63501
16.62360686,255011.1534,4208454.272,3784.641602
16.6512086,255011.126,4208454.269,3784.648926
16.67881034,255011.0985,4208454.266,3784.65625
16.70641208,255011.071,4208454.264,3784.66333
16.73401382,255011.0436,4208454.261,3784.67041
16.76161556,255011.0161,4208454.258,3784.67749
16.7892173,255010.9886,4208454.255,3784.693604
16.81681904,255010.9612,4208454.253,3784.69873
16.84442078,255010.9337,4208454.25,3784.706055
16.87202251,255010.9062,4208454.247,3784.710938
16.89962425,255010.8788,4208454.245,3784.716797
16.92722599,255010.8513,4208454.242,3784.721924
16.95482773,255010.8238,4208454.239,3784.727295
16.98242947,255010.7964,4208454.236,3784.731201
17.01003121,255010.7689,4208454.234,3784.734863
17.03763295,255010.7415,4208454.231,3784.739258
17.06523469,255010.714,4208454.228,3784.749756
17.09283643,255010.6865,4208454.225,3784.75293
17.12043817,255010.6591,4208454.223,3784.755615
17.14803991,255010.6316,4208454.22,3784.758057
17.17564164,255010.6041,4208454.217,3784.760498
17.20324338,255010.5767,4208454.214,3784.762451
17.23084512,255010.5492,4208454.212,3784.764893
17.25844686,255010.5217,4208454.209,3784.76709
17.2860486,255010.4943,4208454.206,3784.769043
17.31365034,255010.4668,4208454.203,3784.77124
17.34125208,255010.4393,4208454.201,3784.7771
17.36885382,255010.4119,4208454.198,3784.777832
17.39645556,255010.3844,4208454.195,3784.779297
17.4240573,255010.3569,4208454.192,3784.779541
17.45165904,255010.3295,4208454.19,3784.779297
17.47926078,255010.302,4208454.187,3784.778564
17.50686251,255010.2746,4208454.184,3784.777588
17.53446425,255010.2471,4208454.181,3784.7771
17.56206599,255010.2196,4208454.179,3784.775879
17.58966773,255010.1922,4208454.176,3784.77417
17.61726947,255010.1647,4208454.173,3784.774658
17.64487121,255010.1372,4208454.17,3784.773438
17.67247295,255010.1098,4208454.168,3784.771973
17.70007469,255010.0823,4208454.165,3784.769531
17.72767643,255010.0548,4208454.162,3784.766846
17.75527817,255010.0274,4208454.159,3784.764648
17.78287991,255009.9999,4208454.157,3784.760986
17.81048165,255009.9724,4208454.154,3784.757813
17.83808338,255009.945,4208454.151,3784.75293
17.86568512,255009.9175,4208454.148,3784.748047
17.89328686,255009.89,4208454.146,3784.744141
17.9208886,255009.8626,4208454.143,3784.739014
17.94849034,255009.8351,4208454.14,3784.732422
17.97609208,255009.8077,4208454.137,3784.727295
18.00369382,255009.7802,4208454.135,3784.722656
18.03129556,255009.7527,4208454.132,3784.717041
18.0588973,255009.7253,4208454.129,3784.711426
18.08649904,255009.6978,4208454.126,3784.704346
18.11410078,255009.6703,4208454.124,3784.698486
18.14170251,255009.6429,4208454.121,3784.691406
18.16930425,255009.6154,4208454.118,3784.684082
18.19690599,255009.5879,4208454.115,3784.675537
