"Trace Number","Position","Number of points per trace","Elevation data","Total odometer ticks","# bytes/point","Time Sampling Interval (ps)","# of stacks","GPS X Position","GPS Y Position","GPS Z Position","Receiver X Position","Receiver Y Position","Receiver Z Position","Transmitter X Position","Transmitter Y Position","Transmitter Z Position","Timezero adjustment","Zero Trace Flag","Time of Day","Comment flag","Comments","RX_YAW (degrees)","RX_PITCH (degrees)","RX_ROLL (degrees)","TX_YAW (degrees)","TX_PITCH (degrees)","TX_ROLL (degrees)",
1,4.000,500,0.000,0,4,2000.000,2048,0.0000000,0.0000000,0.0000000,0.000,2.000,0.000,0.000,-2.000,0.000,51.000,"0x0",50916.23828125,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
2,5.000,500,0.000,0,4,2000.000,2048,0.0000000,0.0000000,0.0000000,0.000,2.500,0.000,0.000,-2.500,0.000,51.000,"0x0",50928.85546875,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
3,6.000,500,0.000,0,4,2000.000,2048,0.0000000,0.0000000,0.0000000,0.000,3.000,0.000,0.000,-3.000,0.000,51.000,"0x0",50942.32421875,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
4,7.000,500,0.000,0,4,2000.000,2048,0.0000000,0.0000000,0.0000000,0.000,3.500,0.000,0.000,-3.500,0.000,51.000,"0x0",50954.53125,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
5,8.000,500,0.000,0,4,2000.000,2048,0.0000000,0.0000000,0.0000000,0.000,4.000,0.000,0.000,-4.000,0.000,51.000,"0x0",50972.40234375,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
6,9.000,500,0.000,0,4,2000.000,2048,0.0000000,0.0000000,0.0000000,0.000,4.500,0.000,0.000,-4.500,0.000,51.000,"0x0",50981.64453125,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
7,10.000,500,0.000,0,4,2000.000,2048,0.0000000,0.0000000,0.0000000,0.000,5.000,0.000,0.000,-5.000,0.000,51.000,"0x0",51032.828125,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
8,11.000,500,0.000,0,4,2000.000,2048,0.0000000,0.0000000,0.0000000,0.000,5.500,0.000,0.000,-5.500,0.000,51.000,"0x0",51045.46484375,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
9,12.000,500,0.000,0,4,2000.000,2048,0.0000000,0.0000000,0.0000000,0.000,6.000,0.000,0.000,-6.000,0.000,51.000,"0x0",51059.578125,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
10,13.000,500,0.000,0,4,2000.000,2048,0.0000000,0.0000000,0.0000000,0.000,6.500,0.000,0.000,-6.500,0.000,51.000,"0x0",51077.03125,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
