"Trace Number","Position","Number of points per trace","Elevation data","Total odometer ticks","# bytes/point","Time Sampling Interval (ps)","# of stacks","GPS X Position","GPS Y Position","GPS Z Position","Receiver X Position","Receiver Y Position","Receiver Z Position","Transmitter X Position","Transmitter Y Position","Transmitter Z Position","Timezero adjustment","Zero Trace Flag","Time of Day","Comment flag","Comments","RX_YAW (degrees)","RX_PITCH (degrees)","RX_ROLL (degrees)","TX_YAW (degrees)","TX_PITCH (degrees)","TX_ROLL (degrees)",
1,0.000,1250,0.000,0,2,400.000,64,0.0000000,0.0000000,0.0000000,0.000,0.250,0.000,0.000,-0.250,0.000,126.000,"0x0",41737.5,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
2,0.200,1250,0.000,0,2,400.000,64,0.0000000,0.0000000,0.0000000,0.000,0.450,0.000,0.000,-0.050,0.000,126.000,"0x0",41748.26171875,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
3,0.400,1250,0.000,0,2,400.000,64,0.0000000,0.0000000,0.0000000,0.000,0.650,0.000,0.000,0.150,0.000,126.000,"0x0",41753.046875,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
4,0.600,1250,0.000,0,2,400.000,64,0.0000000,0.0000000,0.0000000,0.000,0.850,0.000,0.000,0.350,0.000,126.000,"0x0",41762.30859375,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
5,0.800,1250,0.000,0,2,400.000,64,0.0000000,0.0000000,0.0000000,0.000,1.050,0.000,0.000,0.550,0.000,126.000,"0x0",41766.73828125,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
6,1.000,1250,0.000,0,2,400.000,64,0.0000000,0.0000000,0.0000000,0.000,1.250,0.000,0.000,0.750,0.000,126.000,"0x0",41771.87890625,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
7,1.200,1250,0.000,0,2,400.000,64,0.0000000,0.0000000,0.0000000,0.000,1.450,0.000,0.000,0.950,0.000,126.000,"0x0",41776.3046875,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
8,1.400,1250,0.000,0,2,400.000,64,0.0000000,0.0000000,0.0000000,0.000,1.650,0.000,0.000,1.150,0.000,126.000,"0x0",41780.00390625,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
9,1.600,1250,0.000,0,2,400.000,64,0.0000000,0.0000000,0.0000000,0.000,1.850,0.000,0.000,1.350,0.000,126.000,"0x0",41783.87109375,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
10,1.800,1250,0.000,0,2,400.000,64,0.0000000,0.0000000,0.0000000,0.000,2.050,0.000,0.000,1.550,0.000,126.000,"0x0",41787.671875,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
11,2.000,1250,0.000,0,2,400.000,64,0.0000000,0.0000000,0.0000000,0.000,2.250,0.000,0.000,1.750,0.000,126.000,"0x0",41792.25,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
12,2.200,1250,0.000,0,2,400.000,64,0.0000000,0.0000000,0.0000000,0.000,2.450,0.000,0.000,1.950,0.000,126.000,"0x0",41795.62109375,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
13,2.400,1250,0.000,0,2,400.000,64,0.0000000,0.0000000,0.0000000,0.000,2.650,0.000,0.000,2.150,0.000,126.000,"0x0",41799.31640625,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
14,2.600,1250,0.000,0,2,400.000,64,0.0000000,0.0000000,0.0000000,0.000,2.850,0.000,0.000,2.350,0.000,126.000,"0x0",41804.55078125,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
15,2.800,1250,0.000,0,2,400.000,64,0.0000000,0.0000000,0.0000000,0.000,3.050,0.000,0.000,2.550,0.000,126.000,"0x0",41810.10546875,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
16,3.000,1250,0.000,0,2,400.000,64,0.0000000,0.0000000,0.0000000,0.000,3.250,0.000,0.000,2.750,0.000,126.000,"0x0",41814.2109375,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
17,3.200,1250,0.000,0,2,400.000,64,0.0000000,0.0000000,0.0000000,0.000,3.450,0.000,0.000,2.950,0.000,126.000,"0x0",41818.7421875,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
18,3.400,1250,0.000,0,2,400.000,64,0.0000000,0.0000000,0.0000000,0.000,3.650,0.000,0.000,3.150,0.000,126.000,"0x0",41822.3203125,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
19,3.600,1250,0.000,0,2,400.000,64,0.0000000,0.0000000,0.0000000,0.000,3.850,0.000,0.000,3.350,0.000,126.000,"0x0",41828.015625,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
20,3.800,1250,0.000,0,2,400.000,64,0.0000000,0.0000000,0.0000000,0.000,4.050,0.000,0.000,3.550,0.000,126.000,"0x0",41833.3984375,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
21,4.000,1250,0.000,0,2,400.000,64,0.0000000,0.0000000,0.0000000,0.000,4.250,0.000,0.000,3.750,0.000,126.000,"0x0",41837.16796875,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
22,4.200,1250,0.000,0,2,400.000,64,0.0000000,0.0000000,0.0000000,0.000,4.450,0.000,0.000,3.950,0.000,126.000,"0x0",41842.30859375,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
23,4.400,1250,0.000,0,2,400.000,64,0.0000000,0.0000000,0.0000000,0.000,4.650,0.000,0.000,4.150,0.000,126.000,"0x0",41846.40625,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
24,4.600,1250,0.000,0,2,400.000,64,0.0000000,0.0000000,0.0000000,0.000,4.850,0.000,0.000,4.350,0.000,126.000,"0x0",41853.78515625,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
25,4.800,1250,0.000,0,2,400.000,64,0.0000000,0.0000000,0.0000000,0.000,5.050,0.000,0.000,4.550,0.000,126.000,"0x0",41858.484375,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
26,5.000,1250,0.000,0,2,400.000,64,0.0000000,0.0000000,0.0000000,0.000,5.250,0.000,0.000,4.750,0.000,126.000,"0x0",41863.8515625,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
27,5.200,1250,0.000,0,2,400.000,64,0.0000000,0.0000000,0.0000000,0.000,5.450,0.000,0.000,4.950,0.000,126.000,"0x0",41870.5,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
28,5.400,1250,0.000,0,2,400.000,64,0.0000000,0.0000000,0.0000000,0.000,5.650,0.000,0.000,5.150,0.000,126.000,"0x0",41875.3125,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
29,5.600,1250,0.000,0,2,400.000,64,0.0000000,0.0000000,0.0000000,0.000,5.850,0.000,0.000,5.350,0.000,126.000,"0x0",41882.4765625,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
30,5.800,1250,0.000,0,2,400.000,64,0.0000000,0.0000000,0.0000000,0.000,6.050,0.000,0.000,5.550,0.000,126.000,"0x0",41889.29296875,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
31,6.000,1250,0.000,0,2,400.000,64,0.0000000,0.0000000,0.0000000,0.000,6.250,0.000,0.000,5.750,0.000,126.000,"0x0",41897.94921875,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
32,6.200,1250,0.000,0,2,400.000,64,0.0000000,0.0000000,0.0000000,0.000,6.450,0.000,0.000,5.950,0.000,126.000,"0x0",41901.65234375,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
33,6.400,1250,0.000,0,2,400.000,64,0.0000000,0.0000000,0.0000000,0.000,6.650,0.000,0.000,6.150,0.000,126.000,"0x0",41906.5,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
34,6.600,1250,0.000,0,2,400.000,64,0.0000000,0.0000000,0.0000000,0.000,6.850,0.000,0.000,6.350,0.000,126.000,"0x0",41911.07421875,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
35,6.800,1250,0.000,0,2,400.000,64,0.0000000,0.0000000,0.0000000,0.000,7.050,0.000,0.000,6.550,0.000,126.000,"0x0",41916.41015625,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
36,7.000,1250,0.000,0,2,400.000,64,0.0000000,0.0000000,0.0000000,0.000,7.250,0.000,0.000,6.750,0.000,126.000,"0x0",41922.2421875,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
37,7.200,1250,0.000,0,2,400.000,64,0.0000000,0.0000000,0.0000000,0.000,7.450,0.000,0.000,6.950,0.000,126.000,"0x0",41926.7109375,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
