x,E,N,z,base_h,base_z
22.84746587,255004.9525,4208453.762,3784.36792,31.80399642,3752.563924
22.87487661,255004.9251,4208453.761,3784.366699,31.79673742,3752.569962
22.90228735,255004.8977,4208453.76,3784.365479,31.78947843,3752.576001
22.92969809,255004.8703,4208453.759,3784.363525,31.78221943,3752.581306
22.95710882,255004.8429,4208453.757,3784.362061,31.77496043,3752.587101
22.98451956,255004.8156,4208453.756,3784.360352,31.76770144,3752.592651
23.0119303,255004.7882,4208453.755,3784.358887,31.76044244,3752.598445
23.03934104,255004.7608,4208453.754,3784.35791,31.75318344,3752.604727
23.06675178,255004.7334,4208453.752,3784.355713,31.74592445,3752.609789
23.09416252,255004.706,4208453.751,3784.354248,31.73866545,3752.615583
23.12157326,255004.6787,4208453.75,3784.352539,31.73140645,3752.621133
23.14898399,255004.6513,4208453.749,3784.350098,31.72414746,3752.625951
23.17639473,255004.6239,4208453.747,3784.348877,31.71688846,3752.631989
23.20380547,255004.5965,4208453.746,3784.346924,31.70962947,3752.637295
23.23121621,255004.5691,4208453.745,3784.345459,31.70237047,3752.643089
23.25862695,255004.5417,4208453.744,3784.343262,31.69511147,3752.648151
23.28603769,255004.5144,4208453.742,3784.341064,31.68785248,3752.653212
23.31344843,255004.487,4208453.741,3784.3396,31.68059348,3752.659007
23.34085916,255004.4596,4208453.74,3784.338379,31.67333448,3752.665045
23.3682699,255004.4322,4208453.739,3784.337158,31.66607549,3752.671083
23.39568064,255004.4048,4208453.738,3784.334717,31.65881649,3752.675901
23.42309138,255004.3774,4208453.736,3784.340332,31.65155749,3752.688775
23.45050212,255004.3501,4208453.735,3784.339111,31.6442985,3752.694813
23.47791286,255004.3227,4208453.734,3784.337402,31.6370395,3752.700363
23.5053236,255004.2953,4208453.733,3784.335205,31.6297805,3752.705424
23.53273434,255004.2679,4208453.731,3784.333252,31.62252151,3752.71073
23.56014507,255004.2405,4208453.73,3784.332275,31.61526251,3752.717012
23.58755581,255004.2132,4208453.729,3784.331299,31.60800352,3752.723295
23.61496655,255004.1858,4208453.728,3784.32959,31.60074452,3752.728845
23.64237729,255004.1584,4208453.726,3784.327637,31.59348552,3752.734151
23.66978803,255004.131,4208453.725,3784.32666,31.58622652,3752.740433
23.69719877,255004.1036,4208453.724,3784.325439,31.57896753,3752.746471
23.72460951,255004.0762,4208453.723,3784.324707,31.57170853,3752.752998
23.75202024,255004.0489,4208453.721,3784.324219,31.56444954,3752.759769
23.77943098,255004.0215,4208453.72,3784.323242,31.55719054,3752.766051
23.80684172,255003.9941,4208453.719,3784.321289,31.54993154,3752.771357
23.83425246,255003.9667,4208453.718,3784.320801,31.54267255,3752.778128
23.8616632,255003.9393,4208453.716,3784.320557,31.53541355,3752.785143
23.88907394,255003.9119,4208453.715,3784.320313,31.52815455,3752.792158
23.91648468,255003.8846,4208453.714,3784.320068,31.52089556,3752.799172
23.94389541,255003.8572,4208453.713,3784.320068,31.51363656,3752.806431
23.97130615,255003.8298,4208453.711,3784.320068,31.50637756,3752.81369
23.99871689,255003.8024,4208453.71,3784.320068,31.49911857,3752.820949
24.02612763,255003.775,4208453.709,3784.328613,31.49185957,3752.836753
24.05353837,255003.7477,4208453.708,3784.328613,31.48460057,3752.844012
24.08094911,255003.7203,4208453.706,3784.329346,31.47734158,3752.852004
24.10835985,255003.6929,4208453.705,3784.329346,31.47008258,3752.859263
24.13577059,255003.6655,4208453.704,3784.329346,31.46282358,3752.866522
24.16318132,255003.6381,4208453.703,3784.329346,31.45556459,3752.873781
24.19059206,255003.6107,4208453.701,3784.328613,31.44830559,3752.880307
24.2180028,255003.5834,4208453.7,3784.328125,31.4410466,3752.887078
24.24541354,255003.556,4208453.699,3784.327637,31.4337876,3752.893849
24.27282428,255003.5286,4208453.698,3784.326904,31.4265286,3752.900375
24.30023502,255003.5012,4208453.696,3784.324463,31.41926961,3752.905193
24.32764576,255003.4738,4208453.695,3784.322754,31.41201061,3752.910743
24.35505649,255003.4464,4208453.694,3784.320801,31.40475161,3752.916049
24.38246723,255003.4191,4208453.693,3784.31958,31.39749262,3752.922087
24.40987797,255003.3917,4208453.691,3784.318115,31.39023362,3752.927881
24.43728871,255003.3643,4208453.69,3784.314941,31.38297462,3752.931966
24.46469945,255003.3369,4208453.689,3784.311768,31.37571563,3752.936052
24.49211019,255003.3095,4208453.688,3784.310547,31.36845663,3752.94209
24.51952093,255003.2821,4208453.686,3784.306396,31.36119763,3752.945198
24.54693166,255003.2548,4208453.685,3784.303223,31.35393864,3752.949284
24.5743424,255003.2274,4208453.684,3784.300537,31.34667964,3752.953857
24.60175314,255003.2,4208453.683,3784.296143,31.33942065,3752.956722
24.62916388,255003.1726,4208453.682,3784.300293,31.33216165,3752.968131
24.65657462,255003.1452,4208453.68,3784.29541,31.32490265,3752.970507
24.68398536,255003.1179,4208453.679,3784.29126,31.31764365,3752.973616
24.7113961,255003.0905,4208453.678,3784.28833,31.31038466,3752.977945
24.73880683,255003.0631,4208453.677,3784.286377,31.30312566,3752.983251
24.76621757,255003.0357,4208453.675,3784.284912,31.29586667,3752.989045
24.79362831,255003.0083,4208453.674,3784.283447,31.28860767,3752.994839
24.82103905,255002.9809,4208453.673,3784.282471,31.28134867,3753.001122
24.84844979,255002.9536,4208453.672,3784.282471,31.27408968,3753.008381
24.87586053,255002.9262,4208453.67,3784.282227,31.26683068,3753.015396
24.90327127,255002.8988,4208453.669,3784.282227,31.25957168,3753.022655
24.93068201,255002.8714,4208453.668,3784.282471,31.25231269,3753.030158
24.95809274,255002.844,4208453.667,3784.282471,31.24505369,3753.037417
24.98550348,255002.8166,4208453.665,3784.283691,31.23779469,3753.045896
25.01291422,255002.7893,4208453.664,3784.284912,31.2305357,3753.054376
25.04032496,255002.7619,4208453.663,3784.286377,31.2232767,3753.0631
25.0677357,255002.7345,4208453.662,3784.286865,31.2160177,3753.070847
25.09514644,255002.7071,4208453.66,3784.28833,31.20875871,3753.079571
25.12255718,255002.6797,4208453.659,3784.290771,31.20149971,3753.089271
25.14996791,255002.6524,4208453.658,3784.293701,31.19424072,3753.09946
25.17737865,255002.625,4208453.657,3784.296631,31.18698172,3753.109649
25.20478939,255002.5976,4208453.655,3784.299805,31.17972272,3753.120082
25.23220013,255002.5702,4208453.654,3784.307129,31.17246373,3753.134665
25.25961087,255002.5428,4208453.653,3784.309326,31.16520473,3753.144121
25.28702161,255002.5154,4208453.652,3784.312744,31.15794573,3753.154798
25.31443235,255002.4881,4208453.65,3784.316162,31.15068674,3753.165475
25.34184308,255002.4607,4208453.649,3784.320068,31.14342774,3753.17664
25.36925382,255002.4333,4208453.648,3784.324463,31.13616874,3753.188294
25.39666456,255002.4059,4208453.647,3784.329102,31.12890975,3753.200192
25.4240753,255002.3785,4208453.645,3784.335205,31.12165075,3753.213554
25.45148604,255002.3511,4208453.644,3784.341309,31.11439175,3753.226917
25.47889678,255002.3238,4208453.643,3784.348145,31.10713276,3753.241012
25.50630752,255002.2964,4208453.642,3784.354736,31.09987376,3753.254862
25.53371825,255002.269,4208453.64,3784.361816,31.09261477,3753.269201
25.56112899,255002.2416,4208453.639,3784.36792,31.08535577,3753.282564
25.58853973,255002.2142,4208453.638,3784.375488,31.07809677,3753.297391
25.61595047,255002.1868,4208453.637,3784.381592,31.07083778,3753.310754
25.64336121,255002.1595,4208453.635,3784.387451,31.06357878,3753.323872
25.67077195,255002.1321,4208453.634,3784.393066,31.05631978,3753.336746
25.69818269,255002.1047,4208453.633,3784.398438,31.04906079,3753.349377
25.72559343,255002.0773,4208453.632,3784.403076,31.04180179,3753.361274
25.75300416,255002.0499,4208453.63,3784.407471,31.03454279,3753.372928
25.7804149,255002.0226,4208453.629,3784.411865,31.0272838,3753.384581
25.80782564,255001.9952,4208453.628,3784.415771,31.0200248,3753.395746
25.83523638,255001.9678,4208453.627,3784.421631,31.0127658,3753.408865
25.86264712,255001.9404,4208453.625,3784.425293,31.00550681,3753.419786
25.89005786,255001.913,4208453.624,3784.427979,30.99824781,3753.429731
25.9174686,255001.8856,4208453.623,3784.429688,30.99098881,3753.438699
25.94487933,255001.8583,4208453.622,3784.43042,30.98372982,3753.44669
25.97229007,255001.8309,4208453.621,3784.431396,30.97647082,3753.454925
25.99970081,255001.8035,4208453.619,3784.431396,30.96921183,3753.462184
26.02711155,255001.7761,4208453.618,3784.431396,30.96195283,3753.469443
26.05452229,255001.7487,4208453.617,3784.431396,30.95469383,3753.476702
26.08193303,255001.7213,4208453.616,3784.431152,30.94743483,3753.483717
26.10934377,255001.694,4208453.614,3784.430908,30.94017584,3753.490732
26.1367545,255001.6666,4208453.613,3784.429932,30.93291684,3753.497015
26.16416524,255001.6392,4208453.612,3784.427979,30.92565785,3753.502321
26.19157598,255001.6118,4208453.611,3784.424561,30.91839885,3753.506162
26.21898672,255001.5844,4208453.609,3784.419434,30.91113985,3753.508294
26.24639746,255001.5571,4208453.608,3784.415039,30.90388086,3753.511158
26.2738082,255001.5297,4208453.607,3784.408691,30.89662186,3753.512069
26.30121894,255001.5023,4208453.606,3784.400635,30.88936286,3753.511272
26.32862968,255001.4749,4208453.604,3784.39209,30.88210387,3753.509986
26.35604041,255001.4475,4208453.603,3784.383301,30.87484487,3753.508456
26.38345115,255001.4201,4208453.602,3784.374268,30.86758587,3753.506682
26.41086189,255001.3928,4208453.601,3784.364746,30.86032688,3753.504419
26.43827263,255001.3654,4208453.599,3784.360352,30.85306788,3753.507284
26.46568337,255001.338,4208453.598,3784.352295,30.84580888,3753.506486
26.49309411,255001.3106,4208453.597,3784.342773,30.83854989,3753.504223
26.52050485,255001.2832,4208453.596,3784.332764,30.83129089,3753.501473
26.54791558,255001.2558,4208453.594,3784.324219,30.8240319,3753.500187
26.57532632,255001.2285,4208453.593,3784.31665,30.8167729,3753.499877
26.60273706,255001.2011,4208453.592,3784.308105,30.8095139,3753.498591
26.6301478,255001.1737,4208453.591,3784.303223,30.80225491,3753.500968
26.65755854,255001.1463,4208453.589,3784.296143,30.79499591,3753.501147
26.68496928,255001.1189,4208453.588,3784.291504,30.78773691,3753.503767
26.71238002,255001.0916,4208453.587,3784.287598,30.78047792,3753.50712
26.73979075,255001.0642,4208453.586,3784.283203,30.77321892,3753.509984
26.76720149,255001.0368,4208453.584,3784.279053,30.76595992,3753.513093
26.79461223,255001.0094,4208453.583,3784.274414,30.75870093,3753.515713
26.82202297,255000.982,4208453.582,3784.270996,30.75144193,3753.519554
26.84943371,255000.9546,4208453.581,3784.269775,30.74418293,3753.525592
26.87684445,255000.9273,4208453.579,3784.265381,30.73692394,3753.528457
26.90425519,255000.8999,4208453.578,3784.262939,30.72966494,3753.533274
26.93166592,255000.8725,4208453.577,3784.259033,30.72240595,3753.536627
26.95907666,255000.8451,4208453.576,3784.257324,30.71514695,3753.542177
26.9864874,255000.8177,4208453.574,3784.254883,30.70788795,3753.546995
27.01389814,255000.7903,4208453.573,3784.251221,30.70062896,3753.550592
27.04130888,255000.763,4208453.572,3784.259033,30.69336996,3753.565663
27.06871962,255000.7356,4208453.571,3784.258545,30.68611096,3753.572434
27.09613036,255000.7082,4208453.569,3784.256836,30.67885196,3753.577984
27.1235411,255000.6808,4208453.568,3784.254883,30.67159297,3753.58329
27.15095183,255000.6534,4208453.567,3784.251465,30.66433397,3753.587131
27.17836257,255000.626,4208453.566,3784.249756,30.65707498,3753.592681
27.20577331,255000.5987,4208453.565,3784.246826,30.64981598,3753.59701
27.23318405,255000.5713,4208453.563,3784.244873,30.64255698,3753.602316
27.26059479,255000.5439,4208453.562,3784.241699,30.63529799,3753.606401
27.28800553,255000.5165,4208453.561,3784.237793,30.62803899,3753.609754
27.31541627,255000.4891,4208453.56,3784.235352,30.62077999,3753.614572
27.342827,255000.4618,4208453.558,3784.231445,30.613521,3753.617924
27.37023774,255000.4344,4208453.557,3784.228516,30.606262,3753.622254
27.39764848,255000.407,4208453.556,3784.224365,30.599003,3753.625362
27.42505922,255000.3796,4208453.555,3784.223389,30.59174401,3753.631645
27.45246996,255000.3522,4208453.553,3784.222168,30.58448501,3753.637683
27.4798807,255000.3248,4208453.552,3784.216064,30.57722601,3753.638838
27.50729144,255000.2975,4208453.551,3784.213379,30.56996702,3753.643412
27.53470217,255000.2701,4208453.55,3784.210449,30.56270802,3753.647741
27.56211291,255000.2427,4208453.548,3784.208984,30.55544903,3753.653535
27.58952365,255000.2153,4208453.547,3784.207031,30.54819003,3753.658841
27.61693439,255000.1879,4208453.546,3784.204102,30.54093103,3753.663171
27.64434513,255000.1605,4208453.545,3784.222656,30.53367204,3753.688984
27.67175587,255000.1332,4208453.543,3784.220703,30.52646007,3753.694243
27.69916661,255000.1058,4208453.542,3784.220459,30.51966888,3753.70079
27.72657735,255000.0784,4208453.541,3784.219727,30.51287769,3753.706849
27.75398808,255000.051,4208453.54,3784.217285,30.5060865,3753.711198
27.78139882,255000.0236,4208453.538,3784.217285,30.49929531,3753.71799
27.80880956,254999.9963,4208453.537,3784.217285,30.49250412,3753.724781
27.8362203,254999.9689,4208453.536,3784.217285,30.48571293,3753.731572
27.86363104,254999.9415,4208453.535,3784.217285,30.47892174,3753.738363
27.89104178,254999.9141,4208453.533,3784.217285,30.47213055,3753.745154
27.91845252,254999.8867,4208453.532,3784.217285,30.46533936,3753.751946
27.94586325,254999.8593,4208453.531,3784.219727,30.45854817,3753.761179
27.97327399,254999.832,4208453.53,3784.220459,30.45175698,3753.768702
28.00068473,254999.8046,4208453.528,3784.220703,30.44496579,3753.775737
28.02809547,254999.7772,4208453.527,3784.220703,30.4381746,3753.782528
28.05550621,254999.7498,4208453.526,3784.221191,30.43138341,3753.789808
28.08291695,254999.7224,4208453.525,3784.221436,30.42459222,3753.796844
28.11032769,254999.695,4208453.523,3784.221436,30.41780102,3753.803635
28.13773842,254999.6677,4208453.522,3784.221436,30.41100984,3753.810426
28.16835295,254999.6403,4208453.536,3784.221924,30.40342489,3753.818499
28.19896748,254999.6129,4208453.55,3784.207031,30.39583993,3753.811191
28.22958201,254999.5855,4208453.563,3784.210205,30.38825498,3753.82195
28.26019653,254999.5581,4208453.577,3784.200684,30.38067004,3753.820014
28.29081106,254999.5308,4208453.591,3784.202637,30.37308509,3753.829552
28.32142559,254999.5034,4208453.604,3784.190918,30.36550013,3753.825418
28.35204011,254999.476,4208453.618,3784.193604,30.35791519,3753.835689
28.38265464,254999.4486,4208453.632,3784.186768,30.35033024,3753.836438
28.41326917,254999.4212,4208453.645,3784.189941,30.34274528,3753.847196
28.4438837,254999.3938,4208453.659,3784.181885,30.33516033,3753.846725
28.47449822,254999.3665,4208453.673,3784.187988,30.32757539,3753.860413
28.50511275,254999.3391,4208453.686,3784.179688,30.31999043,3753.859698
28.53572728,254999.3117,4208453.7,3784.184814,30.31240548,3753.872409
28.56634181,254999.2843,4208453.714,3784.179688,30.30482053,3753.874867
28.59695633,254999.2569,4208453.728,3784.184814,30.29723558,3753.887578
28.62757086,254999.2295,4208453.741,3784.180664,30.28965063,3753.891013
28.65818539,254999.2022,4208453.755,3784.187988,30.28206568,3753.905922
28.68879991,254999.1748,4208453.769,3784.185059,30.27448073,3753.910578
28.71941444,254999.1474,4208453.782,3784.192627,30.26689578,3753.925731
28.75002897,254999.12,4208453.796,3784.192139,30.25931083,3753.932828
28.7806435,254999.0926,4208453.81,3784.199219,30.25172588,3753.947493
28.81125802,254999.0652,4208453.823,3784.199219,30.24414093,3753.955078
28.84187255,254999.0379,4208453.837,3784.206543,30.23655598,3753.969987
28.87248708,254999.0105,4208453.851,3784.206787,30.22897103,3753.977816
28.9031016,254998.9831,4208453.864,3784.214111,30.22138608,3753.992725
28.93371613,254998.9557,4208453.878,3784.216797,30.21380113,3754.002996
28.96433066,254998.9283,4208453.892,3784.222656,30.20621618,3754.01644
28.99494519,254998.901,4208453.906,3784.226318,30.19863123,3754.027687
29.02555971,254998.8736,4208453.919,3784.23291,30.19104628,3754.041864
29.05617424,254998.8462,4208453.933,3784.236328,30.18346133,3754.052867
29.08678877,254998.8188,4208453.947,3784.244385,30.17587638,3754.068509
29.11740329,254998.7914,4208453.96,3784.248047,30.16829143,3754.079756
29.14801782,254998.764,4208453.974,3784.254639,30.16070648,3754.093933
29.17863235,254998.7367,4208453.988,3784.260498,30.15312153,3754.107376
29.20924688,254998.7093,4208454.001,3784.268555,30.14553658,3754.123018
29.2398614,254998.6819,4208454.015,3784.274658,30.13795163,3754.136706
29.27047593,254998.6545,4208454.029,3784.281982,30.13036668,3754.151615
29.30109046,254998.6271,4208454.042,3784.290283,30.12278173,3754.167501
29.33170498,254998.5997,4208454.056,3784.298828,30.11519678,3754.183631
29.36231951,254998.5724,4208454.07,3784.311523,30.10761183,3754.203911
29.39293404,254998.545,4208454.084,3784.321777,30.10002688,3754.22175
29.42354857,254998.5176,4208454.097,3784.334717,30.09244193,3754.242275
29.45416309,254998.4902,4208454.111,3784.34375,30.08485698,3754.258893
29.48477762,254998.4628,4208454.125,3784.355713,30.07727203,3754.278441
29.51539215,254998.4355,4208454.138,3784.364014,30.06968708,3754.294327
29.54600667,254998.4081,4208454.152,3784.374756,30.06210213,3754.312654
29.5766212,254998.3807,4208454.166,3784.383057,30.05451718,3754.32854
29.60723573,254998.3533,4208454.179,3784.394531,30.04693223,3754.347599
29.63785026,254998.3259,4208454.193,3784.402832,30.03934728,3754.363485
29.66846478,254998.2985,4208454.207,3784.415771,30.03176233,3754.384009
29.69907931,254998.2712,4208454.22,3784.425049,30.02417738,3754.400872
29.72969384,254998.2438,4208454.234,3784.44043,30.01659243,3754.423838
29.76030837,254998.2164,4208454.248,3784.450439,30.00900748,3754.441432
29.79092289,254998.189,4208454.262,3784.463379,30.00142253,3754.461956
29.82153742,254998.1616,4208454.275,3784.473633,29.99383758,3754.479795
29.85215195,254998.1342,4208454.289,3784.487061,29.98625263,3754.500808
29.88276647,254998.1069,4208454.303,3784.494629,29.97866768,3754.515961
29.913381,254998.0795,4208454.316,3784.50415,29.97108273,3754.533067
29.94399553,254998.0521,4208454.33,3784.510742,29.96349778,3754.547244
29.97461006,254998.0247,4208454.344,3784.518555,29.95591283,3754.562642
30.00522458,254997.9973,4208454.357,3784.524902,29.94832788,3754.576574
30.03583911,254997.9699,4208454.371,3784.532227,29.94074293,3754.591484
30.06645364,254997.9426,4208454.385,3784.53833,29.93315798,3754.605172
30.09706816,254997.9152,4208454.398,3784.546387,29.92557303,3754.620814
30.12768269,254997.8878,4208454.412,3784.553955,29.91798808,3754.635967
30.15829722,254997.8604,4208454.426,3784.5625,29.91040313,3754.652097
30.18891175,254997.833,4208454.44,3784.571045,29.90281818,3754.668227
30.21952627,254997.8057,4208454.453,3784.579834,29.89523323,3754.684601
30.2501408,254997.7783,4208454.467,3784.587158,29.88764828,3754.69951
30.28075533,254997.7509,4208454.481,3784.596436,29.88006333,3754.716373
30.31136985,254997.7235,4208454.494,3784.605713,29.87247838,3754.733235
30.34198438,254997.6961,4208454.508,3784.614746,29.86489343,3754.749853
30.37259891,254997.6687,4208454.522,3784.623535,29.85730848,3754.766227
30.40321344,254997.6414,4208454.535,3784.633301,29.84972353,3754.783577
30.43382796,254997.614,4208454.549,3784.640869,29.84213858,3754.79873
30.46444249,254997.5866,4208454.563,3784.648193,29.83455363,3754.813639
30.49505702,254997.5592,4208454.576,3784.656982,29.82696868,3754.830013
30.52567154,254997.5318,4208454.59,3784.662598,29.81938373,3754.843214
30.55628607,254997.5044,4208454.604,3784.669678,29.81179878,3754.857879
30.5869006,254997.4771,4208454.617,3784.675293,29.80421383,3754.871079
30.61751513,254997.4497,4208454.631,3784.680908,29.79662888,3754.884279
30.64812965,254997.4223,4208454.645,3784.68457,29.78904393,3754.895526
30.67874418,254997.3949,4208454.659,3784.689453,29.78145898,3754.907994
30.70935871,254997.3675,4208454.672,3784.693115,29.77387403,3754.919241
30.73997323,254997.3402,4208454.686,3784.697754,29.76628908,3754.931465
30.77058776,254997.3128,4208454.7,3784.700195,29.75870413,3754.941491
30.80120229,254997.2854,4208454.713,3784.705078,29.75111918,3754.953959
30.83181682,254997.258,4208454.727,3784.707764,29.74353423,3754.96423
30.86243134,254997.2306,4208454.741,3784.712646,29.73594928,3754.976697
30.89304587,254997.2032,4208454.754,3784.714844,29.72836433,3754.98648
30.9236604,254997.1759,4208454.768,3784.719482,29.72077938,3754.998703
30.95427493,254997.1485,4208454.782,3784.721924,29.71319443,3755.00873
30.98488945,254997.1211,4208454.795,3784.727295,29.70560948,3755.021686
31.01550398,254997.0937,4208454.809,3784.729736,29.69802453,3755.031711
31.04611851,254997.0663,4208454.823,3784.735352,29.69043958,3755.044912
31.07673303,254997.0389,4208454.837,3784.738281,29.68285463,3755.055426
31.10734756,254997.0116,4208454.85,3784.744141,29.67526968,3755.068871
31.13796209,254996.9842,4208454.864,3784.748779,29.66768473,3755.081094
31.16857662,254996.9568,4208454.878,3784.753662,29.66009978,3755.093562
31.19919114,254996.9294,4208454.891,3784.758301,29.65251483,3755.105786
31.22980567,254996.902,4208454.905,3784.763916,29.64492988,3755.118986
31.2604202,254996.8747,4208454.919,3784.769775,29.63734493,3755.13243
31.29103472,254996.8473,4208454.932,3784.776123,29.62975998,3755.146363
31.32164925,254996.8199,4208454.946,3784.781738,29.62217503,3755.159563
31.35226378,254996.7925,4208454.96,3784.787842,29.61459008,3755.173252
31.38287831,254996.7651,4208454.973,3784.793945,29.60700513,3755.18694
31.41349283,254996.7377,4208454.987,3784.80127,29.59942018,3755.20185
31.44410736,254996.7104,4208455.001,3784.806885,29.59183523,3755.21505
31.47472189,254996.683,4208455.015,3784.813721,29.58425028,3755.229471
31.50533641,254996.6556,4208455.028,3784.820068,29.57666533,3755.243403
31.53595094,254996.6282,4208455.042,3784.83252,29.56908038,3755.26344
31.56656547,254996.6008,4208455.056,3784.838135,29.56149543,3755.27664
31.59718,254996.5734,4208455.069,3784.84375,29.55391047,3755.28984
31.62779452,254996.5461,4208455.083,3784.847656,29.54632553,3755.30133
31.65840905,254996.5187,4208455.097,3784.852051,29.53874058,3755.31331
31.68902358,254996.4913,4208455.11,3784.856689,29.53115563,3755.325533
31.7196381,254996.4639,4208455.124,3784.861084,29.52357068,3755.337513
31.75025263,254996.4365,4208455.138,3784.86499,29.51598573,3755.349004
31.78086716,254996.4091,4208455.151,3784.869141,29.50840078,3755.36074
31.81148169,254996.3818,4208455.165,3784.873047,29.50081582,3755.372231
31.84209621,254996.3544,4208455.179,3784.876709,29.49323088,3755.383478
31.87271074,254996.327,4208455.193,3784.881104,29.48564593,3755.395458
31.90332527,254996.2996,4208455.206,3784.885498,29.47806097,3755.407437
31.93393979,254996.2722,4208455.22,3784.890381,29.47047603,3755.419905
31.96455432,254996.2449,4208455.234,3784.894531,29.46289108,3755.43164
31.99516885,254996.2175,4208455.247,3784.901611,29.45530612,3755.446305
32.02578338,254996.1901,4208455.261,3784.908447,29.44772117,3755.460726
32.0563979,254996.1627,4208455.275,3784.917725,29.44013623,3755.477589
32.08701243,254996.1353,4208455.288,3784.925049,29.43255127,3755.492498
32.11762696,254996.1079,4208455.302,3784.936768,29.42496632,3755.511802
32.14824149,254996.0806,4208455.316,3784.943359,29.41738137,3755.525978
32.17885601,254996.0532,4208455.329,3784.956055,29.40979642,3755.546259
32.20947054,254996.0258,4208455.343,3784.962646,29.40221147,3755.560435
32.24008507,254995.9984,4208455.357,3784.976563,29.39462652,3755.581936
32.27069959,254995.971,4208455.371,3784.982666,29.38704158,3755.595624
32.30131412,254995.9436,4208455.384,3784.996826,29.37945662,3755.617369
32.33192865,254995.9163,4208455.398,3785.003418,29.37187167,3755.631546
32.36254318,254995.8889,4208455.412,3785.016602,29.36428672,3755.652315
32.3931577,254995.8615,4208455.425,3785.021729,29.35670177,3755.665027
32.42377223,254995.8341,4208455.439,3785.033936,29.34683557,3755.6871
32.45438676,254995.8067,4208455.453,3785.039063,29.33276733,3755.706296
32.48500128,254995.7794,4208455.466,3785.050293,29.31869909,3755.731594
32.51561581,254995.752,4208455.48,3785.053955,29.30463085,3755.749324
32.54623034,254995.7246,4208455.494,3785.064209,29.29056261,3755.773646
32.57684487,254995.6972,4208455.507,3785.067383,29.27649436,3755.790889
32.60745939,254995.6698,4208455.521,3785.074951,29.26242613,3755.812525
32.63807392,254995.6424,4208455.535,3785.078369,29.24835788,3755.830011
32.66868845,254995.6151,4208455.548,3785.085938,29.23428964,3755.851648
32.69930297,254995.5877,4208455.562,3785.089111,29.2202214,3755.86889
32.7299175,254995.5603,4208455.576,3785.096191,29.20615316,3755.890038
32.76053203,254995.5329,4208455.59,3785.098877,29.19208492,3755.906792
32.79114656,254995.5055,4208455.603,3785.10498,29.17801668,3755.926963
32.82176108,254995.4781,4208455.617,3785.107178,29.16394844,3755.94323
32.85237561,254995.4508,4208455.631,3785.113525,29.1498802,3755.963645
32.88299014,254995.4234,4208455.644,3785.115967,29.13581196,3755.980155
32.91360466,254995.396,4208455.658,3785.121826,29.12174372,3756.000082
32.94421919,254995.3686,4208455.672,3785.124512,29.10767548,3756.016837
32.97483372,254995.3412,4208455.685,3785.130371,29.09360723,3756.036764
33.00544825,254995.3139,4208455.699,3785.133301,29.07953899,3756.053762
33.03606277,254995.2865,4208455.713,3785.138916,29.06547075,3756.073445
33.0666773,254995.2591,4208455.726,3785.142334,29.05140251,3756.090931
33.09729183,254995.2317,4208455.74,3785.148193,29.03733427,3756.110859
33.12790636,254995.2043,4208455.754,3785.1521,29.02326603,3756.128834
33.15852088,254995.1769,4208455.768,3785.158447,29.00919779,3756.149249
33.18913541,254995.1496,4208455.781,3785.16333,28.99512955,3756.1682
33.21974994,254995.1222,4208455.795,3785.170166,28.9810613,3756.189105
33.25036446,254995.0948,4208455.809,3785.176025,28.96699307,3756.209032
33.28097899,254995.0674,4208455.822,3785.185303,28.95292482,3756.232378
33.31159352,254995.04,4208455.836,3785.190674,28.93885658,3756.251817
33.34220805,254995.0126,4208455.85,3785.200195,28.92478834,3756.275407
33.37282257,254994.9853,4208455.863,3785.206543,28.9107201,3756.295823
33.4034371,254994.9579,4208455.877,3785.215332,28.89665186,3756.31868
33.43405163,254994.9305,4208455.891,3785.220947,28.88258362,3756.338363
33.46466615,254994.9031,4208455.904,3785.229248,28.86851538,3756.360733
33.49528068,254994.8757,4208455.918,3785.234131,28.85444714,3756.379684
33.52589521,254994.8483,4208455.932,3785.24292,28.8403789,3756.402541
33.55650974,254994.821,4208455.946,3785.248047,28.82631065,3756.421736
33.58712426,254994.7936,4208455.959,3785.255127,28.81224242,3756.442885
33.61773879,254994.7662,4208455.973,3785.26123,28.79817417,3756.463056
33.64835332,254994.7388,4208455.987,3785.268311,28.78410593,3756.484205
33.67896784,254994.7114,4208456,3785.273682,28.77003769,3756.503644
33.70958237,254994.6841,4208456.014,3785.280762,28.75596945,3756.524793
33.7401969,254994.6567,4208456.028,3785.285156,28.74190121,3756.543255
33.77081143,254994.6293,4208456.041,3785.292236,28.72783297,3756.564403
33.80142595,254994.6019,4208456.055,3785.297119,28.71376473,3756.583354
33.83204048,254994.5745,4208456.069,3785.302734,28.69969649,3756.603038
33.86265501,254994.5471,4208456.082,3785.306396,28.68562825,3756.620768
33.89326953,254994.5198,4208456.096,3785.310303,28.67156001,3756.638743
33.92388406,254994.4924,4208456.11,3785.313721,28.65749177,3756.656229
33.95449859,254994.465,4208456.124,3785.31665,28.64342352,3756.673226
33.98511312,254994.4376,4208456.137,3785.320313,28.62935528,3756.690958
34.01572764,254994.4102,4208456.151,3785.324463,28.61528704,3756.709176
34.04634217,254994.3828,4208456.165,3785.327637,28.6012188,3756.726418
34.0769567,254994.3555,4208456.178,3785.332275,28.58715056,3756.745124
34.10757122,254994.3281,4208456.192,3785.335938,28.57308232,3756.762856
