x,E,N,z,base_h,base_z
72.53727687,254962.961,4208436.181,3797.259277,15.93485293,3781.324424
72.5746852,254962.9336,4208436.155,3797.286865,15.92611747,3781.360748
72.61209352,254962.9063,4208436.13,3797.310791,15.91738201,3781.393409
72.64950185,254962.8789,4208436.104,3797.335938,15.90864655,3781.427291
72.68691018,254962.8515,4208436.079,3797.362305,15.89991108,3781.462394
72.72431851,254962.8241,4208436.053,3797.390869,15.89117562,3781.499693
72.76172683,254962.7967,4208436.028,3797.421143,15.88244016,3781.538703
72.79913516,254962.7694,4208436.003,3797.438721,15.8737047,3781.565016
72.83654349,254962.742,4208435.977,3797.468506,15.86496924,3781.603537
72.87395182,254962.7146,4208435.952,3797.498779,15.85623378,3781.642545
72.91136014,254962.6872,4208435.926,3797.529541,15.84749832,3781.682043
72.94876847,254962.6598,4208435.901,3797.560303,15.83876286,3781.72154
72.9861768,254962.6325,4208435.875,3797.587158,15.8300274,3781.757131
73.02358513,254962.6051,4208435.85,3797.615234,15.82129193,3781.793942
73.06099345,254962.5777,4208435.824,3797.645996,15.81255647,3781.83344
73.09840178,254962.5503,4208435.799,3797.672607,15.80382101,3781.868786
73.13581011,254962.523,4208435.773,3797.69873,15.79508555,3781.903644
73.17321844,254962.4956,4208435.748,3797.725586,15.78635009,3781.939236
73.21062676,254962.4682,4208435.722,3797.748779,15.77761463,3781.971164
73.24803509,254962.4408,4208435.697,3797.772217,15.76887917,3782.003338
73.28544342,254962.4134,4208435.671,3797.793945,15.76014371,3782.033801
73.32285175,254962.3861,4208435.646,3797.803467,15.75140825,3782.052059
73.36026008,254962.3587,4208435.62,3797.822998,15.74267278,3782.080325
73.3976684,254962.3313,4208435.595,3797.845215,15.73393732,3782.111278
73.43507673,254962.3039,4208435.569,3797.866211,15.72520186,3782.141009
73.47248506,254962.2765,4208435.544,3797.889404,15.7164664,3782.172938
73.50989339,254962.2492,4208435.518,3797.912354,15.70773094,3782.204623
73.54730171,254962.2218,4208435.493,3797.935303,15.69899548,3782.236308
73.58471004,254962.1944,4208435.467,3797.956543,15.69026002,3782.266283
73.62211837,254962.167,4208435.442,3797.976318,15.68152456,3782.294793
73.6595267,254962.1396,4208435.416,3797.994141,15.67278909,3782.321352
73.69693502,254962.1123,4208435.391,3798.009766,15.66405364,3782.345712
73.73434335,254962.0849,4208435.365,3798.025391,15.65531817,3782.370073
73.77175168,254962.0575,4208435.34,3798.039063,15.64658271,3782.39248
73.80916001,254962.0301,4208435.314,3798.054688,15.63784725,3782.416841
73.84656833,254962.0028,4208435.289,3798.069824,15.62911179,3782.440712
73.88397666,254961.9754,4208435.263,3798.077148,15.62037633,3782.456772
73.92138499,254961.948,4208435.238,3798.095459,15.61164087,3782.483818
73.95879332,254961.9206,4208435.212,3798.114502,15.60290541,3782.511597
73.99620165,254961.8932,4208435.187,3798.135742,15.59416994,3782.541572
74.03360997,254961.8659,4208435.161,3798.155518,15.58543449,3782.570084
74.0710183,254961.8385,4208435.136,3798.174316,15.57669902,3782.597617
74.10842663,254961.8111,4208435.11,3798.192139,15.56796356,3782.624175
74.14583496,254961.7837,4208435.085,3798.206055,15.5592281,3782.646827
74.18324328,254961.7563,4208435.059,3798.218994,15.55049264,3782.668501
74.22065161,254961.729,4208435.034,3798.22998,15.54175718,3782.688223
74.25805994,254961.7016,4208435.008,3798.240479,15.53302172,3782.707457
74.29546827,254961.6742,4208434.983,3798.250244,15.52428626,3782.725958
74.33287659,254961.6468,4208434.957,3798.261475,15.5155508,3782.745924
74.37028492,254961.6194,4208434.932,3798.27002,15.50681533,3782.763205
74.40769325,254961.5921,4208434.906,3798.272949,15.49807987,3782.774869
74.44510158,254961.5647,4208434.881,3798.28125,15.48934441,3782.791906
74.4825099,254961.5373,4208434.855,3798.287598,15.48060895,3782.806989
74.51991823,254961.5099,4208434.83,3798.293701,15.47187349,3782.821828
74.55732656,254961.4826,4208434.804,3798.299561,15.46313803,3782.836423
74.59473489,254961.4552,4208434.779,3798.30542,15.45440257,3782.851017
74.63214322,254961.4278,4208434.753,3798.312256,15.44566711,3782.866589
74.66955154,254961.4004,4208434.728,3798.320068,15.43693165,3782.883136
74.70695987,254961.373,4208434.702,3798.328369,15.42819618,3782.900173
74.7443682,254961.3457,4208434.677,3798.3396,15.41946072,3782.920139
74.78177653,254961.3183,4208434.651,3798.352051,15.41072526,3782.941326
74.81918485,254961.2909,4208434.626,3798.366455,15.4019898,3782.964465
74.85659318,254961.2635,4208434.601,3798.380615,15.39325434,3782.987361
74.89400151,254961.2361,4208434.575,3798.393799,15.38451888,3783.00928
74.93140984,254961.2088,4208434.55,3798.405029,15.37578342,3783.029246
74.96881816,254961.1814,4208434.524,3798.409424,15.36704796,3783.042376
75.00622649,254961.154,4208434.499,3798.42041,15.3583125,3783.062098
75.04363482,254961.1266,4208434.473,3798.431641,15.34957703,3783.082064
75.08104315,254961.0992,4208434.448,3798.443359,15.34084157,3783.102517
75.11845147,254961.0719,4208434.422,3798.455322,15.33210611,3783.123216
75.1558598,254961.0445,4208434.397,3798.468506,15.32337065,3783.145135
75.19326813,254961.0171,4208434.371,3798.483154,15.31463519,3783.168519
75.23067646,254960.9897,4208434.346,3798.498535,15.30589973,3783.192635
75.26808478,254960.9624,4208434.32,3798.515381,15.29716427,3783.218217
75.30549311,254960.935,4208434.295,3798.533691,15.28842881,3783.245262
75.34290144,254960.9076,4208434.269,3798.554443,15.27969335,3783.27475
75.38030977,254960.8802,4208434.244,3798.577393,15.27095788,3783.306435
75.4177181,254960.8528,4208434.218,3798.601074,15.26222242,3783.338852
75.45512642,254960.8255,4208434.193,3798.622803,15.25348696,3783.369316
75.49253475,254960.7981,4208434.167,3798.645508,15.2447515,3783.400756
75.52994308,254960.7707,4208434.142,3798.654053,15.23601604,3783.418037
75.56735141,254960.7433,4208434.116,3798.675049,15.22728058,3783.447768
75.60475973,254960.7159,4208434.091,3798.698486,15.21854512,3783.479941
75.64216806,254960.6886,4208434.065,3798.720459,15.20980966,3783.510649
75.67957639,254960.6612,4208434.04,3798.744141,15.20107419,3783.543067
75.71698472,254960.6338,4208434.014,3798.770264,15.19233873,3783.577925
75.75439304,254960.6064,4208433.989,3798.795898,15.18360327,3783.612295
75.79180137,254960.579,4208433.963,3798.830078,15.17486781,3783.65521
75.8292097,254960.5517,4208433.938,3798.864746,15.16613235,3783.698614
75.86661803,254960.5243,4208433.912,3798.900146,15.15739689,3783.742749
75.90402635,254960.4969,4208433.887,3798.937256,15.14866143,3783.788595
75.94143468,254960.4695,4208433.861,3798.974854,15.13992597,3783.834928
75.97884301,254960.4422,4208433.836,3799.007813,15.13119051,3783.876622
76.01625134,254960.4148,4208433.81,3799.049072,15.12245504,3783.926617
76.05365967,254960.3874,4208433.785,3799.066406,15.11371958,3783.952686
76.09106799,254960.36,4208433.759,3799.105713,15.10498412,3784.000729
76.12847632,254960.3326,4208433.734,3799.146729,15.09624866,3784.05048
76.16588465,254960.3053,4208433.708,3799.182373,15.0875132,3784.09486
76.20329298,254960.2779,4208433.683,3799.218262,15.07877774,3784.139484
76.2407013,254960.2505,4208433.657,3799.250977,15.07004228,3784.180935
76.27810963,254960.2231,4208433.632,3799.28418,15.06130682,3784.222873
76.31551796,254960.1957,4208433.606,3799.319336,15.05257136,3784.266765
76.35292629,254960.1684,4208433.581,3799.352783,15.04383589,3784.308947
76.39033461,254960.141,4208433.555,3799.394775,15.03510043,3784.359675
76.42774294,254960.1136,4208433.53,3799.435547,15.02636497,3784.409182
76.46515127,254960.0862,4208433.504,3799.477295,15.01762951,3784.459665
76.5025596,254960.0588,4208433.479,3799.516113,15.01191659,3784.504196
76.53996792,254960.0315,4208433.453,3799.552246,15.00842556,3784.54382
76.57737625,254960.0041,4208433.428,3799.585205,15.00493454,3784.58027
76.61478458,254959.9767,4208433.402,3799.601807,15.00144352,3784.600363
76.65219291,254959.9493,4208433.377,3799.630371,14.9979525,3784.632419
76.68960124,254959.922,4208433.351,3799.658447,14.99446147,3784.663986
76.72700956,254959.8946,4208433.326,3799.688965,14.99097045,3784.697995
76.76441789,254959.8672,4208433.3,3799.720947,14.98747943,3784.733468
76.80182622,254959.8398,4208433.275,3799.74585,14.98398841,3784.761862
76.83923455,254959.8124,4208433.25,3799.777832,14.98049738,3784.797335
76.87664287,254959.7851,4208433.224,3799.801514,14.97700636,3784.824508
76.9140512,254959.7577,4208433.199,3799.822021,14.97351534,3784.848506
76.95145953,254959.7303,4208433.173,3799.840576,14.97002432,3784.870552
76.98886786,254959.7029,4208433.148,3799.857178,14.9665333,3784.890645
77.02627618,254959.6755,4208433.122,3799.871582,14.96304227,3784.90854
77.06368451,254959.6482,4208433.097,3799.885986,14.95955125,3784.926435
77.10109284,254959.6208,4208433.071,3799.900146,14.95606023,3784.944086
77.13850117,254959.5934,4208433.046,3799.907471,14.95256921,3784.954902
77.17590949,254959.566,4208433.02,3799.924316,14.94907818,3784.975238
77.21331782,254959.5386,4208432.995,3799.942139,14.94558716,3784.996552
77.25072615,254959.5113,4208432.969,3799.961914,14.94209614,3785.019818
77.28813448,254959.4839,4208432.944,3799.980713,14.93860512,3785.042108
77.32554281,254959.4565,4208432.918,3799.999023,14.93511409,3785.063909
77.36432727,254959.4291,4208432.891,3800.012695,14.93149465,3785.0812
77.40311174,254959.4017,4208432.863,3800.023682,14.9278752,3785.095807
77.44189621,254959.3742,4208432.836,3800.032471,14.92425576,3785.108215
77.48068067,254959.3468,4208432.808,3800.040283,14.92063631,3785.119647
77.51946514,254959.3194,4208432.781,3800.047852,14.91701686,3785.130835
77.55824961,254959.292,4208432.754,3800.054688,14.91339742,3785.141291
77.59703408,254959.2645,4208432.726,3800.061279,14.90977797,3785.151501
77.63581854,254959.2371,4208432.699,3800.067627,14.90615852,3785.161468
77.67460301,254959.2097,4208432.671,3800.074463,14.90253908,3785.171924
77.71338748,254959.1823,4208432.644,3800.081299,14.89891963,3785.182379
77.75217194,254959.1548,4208432.616,3800.087646,14.89530018,3785.192346
77.79095641,254959.1274,4208432.589,3800.093506,14.89168074,3785.201825
77.82974088,254959.1,4208432.562,3800.098877,14.88806129,3785.210816
77.86852535,254959.0726,4208432.534,3800.104492,14.88444184,3785.22005
77.90730981,254959.0451,4208432.507,3800.108643,14.8808224,3785.227821
77.94609428,254959.0177,4208432.479,3800.11377,14.87720295,3785.236567
77.98487875,254958.9903,4208432.452,3800.118652,14.8735835,3785.245068
78.02366321,254958.9629,4208432.424,3800.122559,14.86996406,3785.252595
78.06244768,254958.9354,4208432.397,3800.126221,14.86634461,3785.259876
78.10123215,254958.908,4208432.37,3800.128662,14.86272517,3785.265937
78.14001662,254958.8806,4208432.342,3800.131836,14.85910572,3785.27273
78.17880108,254958.8532,4208432.315,3800.135254,14.85548627,3785.279768
78.21758555,254958.8257,4208432.287,3800.141846,14.85186683,3785.289979
78.25637002,254958.7983,4208432.26,3800.148438,14.84824738,3785.300191
78.29515448,254958.7709,4208432.233,3800.158447,14.84462793,3785.313819
78.33393895,254958.7435,4208432.205,3800.168457,14.84100849,3785.327449
78.37272342,254958.716,4208432.178,3800.178711,14.83738904,3785.341322
78.41150789,254958.6886,4208432.15,3800.194092,14.83376959,3785.360322
78.45029235,254958.6612,4208432.123,3800.211914,14.83015015,3785.381764
78.48907682,254958.6338,4208432.095,3800.233154,14.8265307,3785.406623
78.52786129,254958.6063,4208432.068,3800.259521,14.82291125,3785.43661
78.56664575,254958.5789,4208432.041,3800.2854,14.81929181,3785.466108
78.60543022,254958.5515,4208432.013,3800.307861,14.81567236,3785.492189
78.64421469,254958.5241,4208431.986,3800.327393,14.81205291,3785.51534
78.68299916,254958.4966,4208431.958,3800.34375,14.80843347,3785.535317
78.72178362,254958.4692,4208431.931,3800.357178,14.80481402,3785.552364
78.76056809,254958.4418,4208431.903,3800.36792,14.80119458,3785.566725
78.79935256,254958.4144,4208431.876,3800.376709,14.79757513,3785.579134
78.83813702,254958.3869,4208431.849,3800.387695,14.79395568,3785.593739
78.87692149,254958.3595,4208431.821,3800.400391,14.79033624,3785.610055
78.91570596,254958.3321,4208431.794,3800.412598,14.78671679,3785.625881
78.95449043,254958.3047,4208431.766,3800.425537,14.78309734,3785.64244
78.99327489,254958.2772,4208431.739,3800.439941,14.7794779,3785.660463
79.03205936,254958.2498,4208431.711,3800.456055,14.77585845,3785.680197
79.07084383,254958.2224,4208431.684,3800.47168,14.772239,3785.699441
79.10962829,254958.195,4208431.657,3800.487549,14.76861956,3785.718929
79.14841276,254958.1675,4208431.629,3800.50415,14.76500011,3785.73915
79.18719723,254958.1401,4208431.602,3800.517334,14.76138066,3785.755953
79.2259817,254958.1127,4208431.574,3800.533691,14.75776122,3785.77593
79.26476616,254958.0853,4208431.547,3800.549561,14.75414177,3785.795419
79.30355063,254958.0578,4208431.519,3800.567627,14.75052232,3785.817105
79.3423351,254958.0304,4208431.492,3800.586426,14.74690288,3785.839523
79.38111956,254958.003,4208431.465,3800.606445,14.74328343,3785.863162
79.41990403,254957.9756,4208431.437,3800.628906,14.73966399,3785.889242
79.4586885,254957.9482,4208431.41,3800.656006,14.73604454,3785.919961
79.49747297,254957.9207,4208431.382,3800.678223,14.73242509,3785.945798
79.53625743,254957.8933,4208431.355,3800.700195,14.72880565,3785.971389
79.5750419,254957.8659,4208431.327,3800.720459,14.7251862,3785.995273
79.61382637,254957.8385,4208431.3,3800.736816,14.72156675,3786.015249
79.65261084,254957.811,4208431.273,3800.749512,14.71794731,3786.031565
79.6913953,254957.7836,4208431.245,3800.76416,14.71432786,3786.049832
79.73017977,254957.7562,4208431.218,3800.776123,14.71070841,3786.065415
79.76896424,254957.7288,4208431.19,3800.789795,14.70708897,3786.082706
79.8077487,254957.7013,4208431.163,3800.804199,14.70346952,3786.100729
79.84653317,254957.6739,4208431.136,3800.820068,14.69985007,3786.120218
79.88531764,254957.6465,4208431.108,3800.844971,14.69623063,3786.14874
79.92410211,254957.6191,4208431.081,3800.868408,14.69261118,3786.175797
79.96288657,254957.5916,4208431.053,3800.892334,14.68899174,3786.203342
80.00167104,254957.5642,4208431.026,3800.916748,14.68537229,3786.231376
80.04045551,254957.5368,4208430.998,3800.939209,14.68175284,3786.257456
80.07923997,254957.5094,4208430.971,3800.957031,14.6781334,3786.278898
80.11802444,254957.4819,4208430.944,3800.975586,14.67451395,3786.301072
80.15680891,254957.4545,4208430.916,3800.99292,14.6708945,3786.322025
80.19559338,254957.4271,4208430.889,3801.009766,14.66727506,3786.342491
80.23437784,254957.3997,4208430.861,3801.025146,14.66365561,3786.36149
80.27316231,254957.3722,4208430.834,3801.041016,14.66003616,3786.38098
80.31194678,254957.3448,4208430.806,3801.054932,14.65641672,3786.398515
80.35073124,254957.3174,4208430.779,3801.070068,14.65279727,3786.417271
80.38951571,254957.29,4208430.752,3801.08667,14.64917782,3786.437492
80.42830018,254957.2625,4208430.724,3801.106689,14.64555838,3786.461131
80.46708465,254957.2351,4208430.697,3801.127686,14.64193893,3786.485747
80.50586911,254957.2077,4208430.669,3801.148438,14.63831948,3786.510119
80.54465358,254957.1803,4208430.642,3801.170898,14.63470004,3786.536198
80.58343805,254957.1528,4208430.614,3801.193359,14.63108059,3786.562278
80.62222251,254957.1254,4208430.587,3801.21582,14.62746115,3786.588359
80.66100698,254957.098,4208430.56,3801.237061,14.6238417,3786.613219
80.69979145,254957.0706,4208430.532,3801.263428,14.62022225,3786.643206
80.73857592,254957.0431,4208430.505,3801.295166,14.61188597,3786.68328
80.77736038,254957.0157,4208430.477,3801.329834,14.60265072,3786.727183
80.81614485,254956.9883,4208430.45,3801.365967,14.59341546,3786.772552
80.85492932,254956.9609,4208430.422,3801.403809,14.58418021,3786.819629
80.89371378,254956.9334,4208430.395,3801.435791,14.57494496,3786.860846
80.93249825,254956.906,4208430.368,3801.469482,14.5657097,3786.903772
80.97128272,254956.8786,4208430.34,3801.497803,14.55647445,3786.941329
81.01006719,254956.8512,4208430.313,3801.525879,14.5472392,3786.97864
81.04885165,254956.8237,4208430.285,3801.55127,14.53800395,3787.013266
81.08763612,254956.7963,4208430.258,3801.582275,14.52876869,3787.053506
81.12642059,254956.7689,4208430.231,3801.612793,14.51953344,3787.09326
81.16520505,254956.7415,4208430.203,3801.646973,14.51029819,3787.136675
81.20398952,254956.714,4208430.176,3801.681885,14.50106294,3787.180822
81.24277399,254956.6866,4208430.148,3801.715088,14.49182768,3787.22326
81.28155846,254956.6592,4208430.121,3801.748291,14.48259243,3787.265699
81.32034292,254956.6318,4208430.093,3801.782471,14.47335718,3787.309114
81.35912739,254956.6043,4208430.066,3801.812744,14.46412192,3787.348622
81.39791186,254956.5769,4208430.039,3801.841553,14.45488667,3787.386666
81.43669632,254956.5495,4208430.011,3801.871582,14.44565142,3787.425931
81.47548079,254956.5221,4208429.984,3801.901855,14.43641617,3787.465439
81.51426526,254956.4946,4208429.956,3801.928711,14.42718091,3787.50153
81.55304973,254956.4672,4208429.929,3801.954346,14.41794566,3787.5364
81.59183419,254956.4398,4208429.901,3801.976563,14.40871041,3787.567853
81.63061866,254956.4124,4208429.874,3801.995361,14.39947515,3787.595886
81.66940313,254956.3849,4208429.847,3802.011963,14.3902399,3787.621723
81.7081876,254956.3575,4208429.819,3802.026855,14.38100465,3787.64585
81.74697206,254956.3301,4208429.792,3802.041748,14.3717694,3787.669979
81.78575653,254956.3027,4208429.764,3802.053467,14.36253414,3787.690933
81.824541,254956.2752,4208429.737,3802.066162,14.35329889,3787.712863
81.86332546,254956.2478,4208429.709,3802.077148,14.34406364,3787.733084
81.90210993,254956.2204,4208429.682,3802.088867,14.33482838,3787.754039
81.9408944,254956.193,4208429.655,3802.099365,14.32559313,3787.773772
81.97967887,254956.1655,4208429.627,3802.109863,14.31635788,3787.793505
82.01846333,254956.1381,4208429.6,3802.118896,14.30712263,3787.811773
82.0572478,254956.1107,4208429.572,3802.128906,14.29788737,3787.831019
82.09603227,254956.0833,4208429.545,3802.136963,14.28865212,3787.848311
82.13481673,254956.0558,4208429.517,3802.144775,14.27941687,3787.865358
82.1736012,254956.0284,4208429.49,3802.151855,14.27018162,3787.881673
82.21238567,254956.001,4208429.463,3802.157959,14.26094636,3787.897013
82.25117014,254955.9736,4208429.435,3802.163818,14.25171111,3787.912107
82.2899546,254955.9461,4208429.408,3802.169922,14.24247586,3787.927446
82.32873907,254955.9187,4208429.38,3802.177002,14.2332406,3787.943761
82.36752354,254955.8913,4208429.353,3802.18457,14.22400535,3787.960565
82.406308,254955.8639,4208429.325,3802.192871,14.2147701,3787.978101
82.44509247,254955.8364,4208429.298,3802.199951,14.20553485,3787.994416
82.48387694,254955.809,4208429.271,3802.207764,14.19629959,3788.011464
82.52266141,254955.7816,4208429.243,3802.217773,14.18706434,3788.030709
82.56144587,254955.7542,4208429.216,3802.227539,14.17782909,3788.04971
82.60023034,254955.7267,4208429.188,3802.238525,14.16859383,3788.069931
82.63901481,254955.6993,4208429.161,3802.248047,14.15935858,3788.088688
82.67779927,254955.6719,4208429.134,3802.259033,14.15012333,3788.10891
82.71658374,254955.6445,4208429.106,3802.268799,14.14088808,3788.127911
82.75536821,254955.617,4208429.079,3802.2771,14.13165282,3788.145447
82.79415268,254955.5896,4208429.051,3802.286133,14.12241757,3788.163715
82.83293714,254955.5622,4208429.024,3802.298584,14.11318232,3788.185402
82.87172161,254955.5348,4208428.996,3802.314941,14.10394707,3788.210994
82.91050608,254955.5073,4208428.969,3802.335205,14.09471181,3788.240493
82.94929054,254955.4799,4208428.942,3802.358398,14.08547656,3788.272921
82.98807501,254955.4525,4208428.914,3802.381592,14.07624131,3788.305351
83.02685948,254955.4251,4208428.887,3802.408447,14.06700605,3788.341441
83.06564395,254955.3976,4208428.859,3802.436523,14.0577708,3788.378752
83.10442841,254955.3702,4208428.832,3802.459229,14.04853555,3788.410693
83.14321288,254955.3428,4208428.804,3802.480225,14.0393003,3788.440925
83.18199735,254955.3154,4208428.777,3802.501953,14.03006504,3788.471888
83.22078181,254955.2879,4208428.75,3802.520508,14.02082979,3788.499678
83.25956628,254955.2605,4208428.722,3802.537598,14.01159454,3788.526003
83.29835075,254955.2331,4208428.695,3802.554443,14.00235928,3788.552084
83.33713522,254955.2057,4208428.667,3802.571045,13.99312403,3788.577921
83.37591968,254955.1782,4208428.64,3802.587891,13.98388878,3788.604002
83.41470415,254955.1508,4208428.612,3802.605469,13.97465353,3788.630815
83.45348862,254955.1234,4208428.585,3802.624023,13.96541827,3788.658605
83.49227308,254955.096,4208428.558,3802.643311,13.95618302,3788.687128
83.53105755,254955.0686,4208428.53,3802.664551,13.94694777,3788.717603
83.56984202,254955.0411,4208428.503,3802.682617,13.93771252,3788.744904
83.60862649,254955.0137,4208428.475,3802.704346,13.92847726,3788.775869
83.64741095,254954.9863,4208428.448,3802.724609,13.91924201,3788.805367
83.68619542,254954.9589,4208428.42,3802.745605,13.91000676,3788.835598
83.72497989,254954.9314,4208428.393,3802.768066,13.9007715,3788.867294
83.76376435,254954.904,4208428.366,3802.792969,13.89153625,3788.901433
83.80254882,254954.8766,4208428.338,3802.81665,13.882301,3788.934349
83.84133329,254954.8492,4208428.311,3802.842773,13.87306575,3788.969707
83.88011776,254954.8217,4208428.283,3802.870361,13.86383049,3789.006531
83.91890222,254954.7943,4208428.256,3802.90332,13.85459524,3789.048725
83.95768669,254954.7669,4208428.228,3802.934082,13.84535999,3789.088722
83.99647116,254954.7395,4208428.201,3802.970947,13.83612473,3789.134822
84.03525563,254954.712,4208428.174,3803.014893,13.82688948,3789.188004
84.07404009,254954.6846,4208428.146,3803.052734,13.81765423,3789.23508
84.11282456,254954.6572,4208428.119,3803.092041,13.80841898,3789.283622
84.15160903,254954.6298,4208428.091,3803.135254,13.79918372,3789.33607
84.19039349,254954.6023,4208428.064,3803.180908,13.78994847,3789.39096
84.22917796,254954.5749,4208428.037,3803.227539,13.78071322,3789.446826
84.26796243,254954.5475,4208428.009,3803.278564,13.77147797,3789.507086
84.3067469,254954.5201,4208427.982,3803.345947,13.76224271,3789.583704
84.34553136,254954.4926,4208427.954,3803.393799,13.75300746,3789.640792
84.38431583,254954.4652,4208427.927,3803.436768,13.74377221,3789.692996
84.4231003,254954.4378,4208427.899,3803.470459,13.73453695,3789.735922
84.46188476,254954.4104,4208427.872,3803.500244,13.7253017,3789.774942
84.50066923,254954.3829,4208427.845,3803.525879,13.71606645,3789.809813
84.5394537,254954.3555,4208427.817,3803.554199,13.7068312,3789.847368
84.57823817,254954.3281,4208427.79,3803.585205,13.69759594,3789.887609
84.61702263,254954.3007,4208427.762,3803.617676,13.68836069,3789.929315
84.6558071,254954.2732,4208427.735,3803.648926,13.67912544,3789.969801
84.69459157,254954.2458,4208427.707,3803.686035,13.66989018,3790.016145
84.73337603,254954.2184,4208427.68,3803.719238,13.66065493,3790.058583
84.7721605,254954.191,4208427.653,3803.747314,13.65141968,3790.095894
84.81094497,254954.1635,4208427.625,3803.776367,13.64218443,3790.134183
84.84972944,254954.1361,4208427.598,3803.803223,13.63294917,3790.170274
84.8885139,254954.1087,4208427.57,3803.826416,13.62371392,3790.202702
84.92729837,254954.0813,4208427.543,3803.853027,13.61447867,3790.238548
84.96608284,254954.0538,4208427.515,3803.876953,13.60524341,3790.27171
85.0048673,254954.0264,4208427.488,3803.900879,13.59600816,3790.304871
85.04365177,254953.999,4208427.461,3803.921143,13.58677291,3790.33437
85.08243624,254953.9716,4208427.433,3803.942871,13.57753766,3790.365333
85.12122071,254953.9441,4208427.406,3803.960205,13.5683024,3790.391903
85.16000517,254953.9167,4208427.378,3803.97583,13.55906715,3790.416763
85.19878964,254953.8893,4208427.351,3803.990234,13.5498319,3790.440402
85.23757411,254953.8619,4208427.323,3804.003906,13.54059665,3790.463309
85.27635857,254953.8344,4208427.296,3804.016113,13.53136139,3790.484752
85.31514304,254953.807,4208427.269,3804.025879,13.52212614,3790.503753
85.34746401,254953.7899,4208427.241,3804.034912,13.51442996,3790.520482
85.37978498,254953.7728,4208427.214,3804.04126,13.50673378,3790.534526
85.41210595,254953.7556,4208427.186,3804.049072,13.49903759,3790.550034
85.44442693,254953.7385,4208427.159,3804.055908,13.49134141,3790.564567
85.4767479,254953.7214,4208427.132,3804.060059,13.48364523,3790.576414
85.50906887,254953.7042,4208427.104,3804.065674,13.47594905,3790.589725
85.54138984,254953.6871,4208427.077,3804.068848,13.46825286,3790.600595
85.57371081,254953.67,4208427.049,3804.073242,13.46055668,3790.612685
85.60603178,254953.6528,4208427.022,3804.077637,13.4528605,3790.624777
85.63835275,254953.6357,4208426.995,3804.080811,13.44516432,3790.635647
85.67067372,254953.6186,4208426.967,3804.085205,13.43746813,3790.647737
85.70299469,254953.6015,4208426.94,3804.089844,13.42977195,3790.660072
85.73531566,254953.5843,4208426.912,3804.093262,13.42207577,3790.671186
85.76763664,254953.5672,4208426.885,3804.098877,13.41437958,3790.684497
85.79995761,254953.5501,4208426.858,3804.103271,13.4066834,3790.696588
85.83227858,254953.5329,4208426.83,3804.110352,13.39898722,3790.711365
85.86459955,254953.5158,4208426.803,3804.117432,13.39129104,3790.726141
85.89692052,254953.4987,4208426.775,3804.123047,13.38359486,3790.739452
85.92924149,254953.4815,4208426.748,3804.131104,13.37589867,3790.755205
85.96156246,254953.4644,4208426.72,3804.13916,13.36820249,3790.770958
85.99388343,254953.4473,4208426.693,3804.144775,13.36050631,3790.784269
86.0262044,254953.4301,4208426.666,3804.154785,13.35281013,3790.801975
86.05852537,254953.413,4208426.638,3804.162598,13.34511394,3790.817484
86.09084635,254953.3959,4208426.611,3804.176758,13.33741776,3790.83934
86.12316732,254953.3788,4208426.583,3804.195313,13.33152258,3790.86379
86.15548829,254953.3616,4208426.556,3804.207764,13.32645235,3790.881312
86.18780926,254953.3445,4208426.529,3804.230225,13.32138212,3790.908843
86.22013023,254953.3274,4208426.501,3804.25293,13.31631189,3790.936618
86.2524512,254953.3102,4208426.474,3804.266846,13.31124165,3790.955604
86.28477217,254953.2931,4208426.446,3804.290527,13.30617142,3790.984356
86.31709314,254953.276,4208426.419,3804.302734,13.30110119,3791.001633
86.34941411,254953.2588,4208426.392,3804.332275,13.29603096,3791.036244
86.38173508,254953.2417,4208426.364,3804.362305,13.29096072,3791.071344
86.41405606,254953.2246,4208426.337,3804.378174,13.28589049,3791.092284
86.44637703,254953.2075,4208426.309,3804.416748,13.28082026,3791.135928
86.478698,254953.1903,4208426.282,3804.457764,13.27575002,3791.182014
86.51101897,254953.1732,4208426.255,3804.477051,13.27067979,3791.206371
86.54333994,254953.1561,4208426.227,3804.515381,13.26560956,3791.249771
86.57566091,254953.1389,4208426.2,3804.536865,13.26053932,3791.276326
86.60798188,254953.1218,4208426.172,3804.573486,13.25546909,3791.318017
86.64030285,254953.1047,4208426.145,3804.609375,13.25039886,3791.358976
86.67262382,254953.0875,4208426.117,3804.630127,13.24532863,3791.384798
86.70494479,254953.0704,4208426.09,3804.664063,13.24025839,3791.423805
86.73726577,254953.0533,4208426.063,3804.696533,13.23518816,3791.461345
86.76958674,254953.0362,4208426.035,3804.712891,13.23011793,3791.482773
86.80190771,254953.019,4208426.008,3804.740234,13.22504769,3791.515186
86.83422868,254953.0019,4208425.98,3804.753418,13.21997746,3791.533441
86.86654965,254952.9848,4208425.953,3804.7771,13.21490723,3791.562193
86.89887062,254952.9676,4208425.926,3804.798828,13.209837,3791.588991
86.93119159,254952.9505,4208425.898,3804.808105,13.20476676,3791.603338
86.96351256,254952.9334,4208425.871,3804.827393,13.19969653,3791.627696
86.99583353,254952.9162,4208425.843,3804.8479,13.1946263,3791.653274
87.0281545,254952.8991,4208425.816,3804.85791,13.18955607,3791.668354
87.06047548,254952.882,4208425.789,3804.881836,13.18448583,3791.69735
