x,E,N,z,h
19.34154475,259901.6785,4203132.549,3616.1521,15.6660457320919
19.37071667,259901.6618,4203132.573,3616.147461,15.6599204607189
19.39988859,259901.645,4203132.597,3616.14209,15.6537951893459
19.42906051,259901.6283,4203132.621,3616.138428,15.6476699179729
19.45823244,259901.6116,4203132.645,3616.125,15.6415446445001
19.48740436,259901.5949,4203132.669,3616.121338,15.6354193731271
19.51657628,259901.5781,4203132.692,3616.119629,15.6292941017541
19.5457482,259901.5614,4203132.716,3616.110596,15.6231688303811
19.57492012,259901.5447,4203132.74,3616.109619,15.617043559008
19.60409205,259901.5279,4203132.764,3616.108887,15.6109182855353
19.63326397,259901.5112,4203132.788,3616.098877,15.6047930141623
19.66243589,259901.4945,4203132.812,3616.098877,15.5986677427892
19.69160781,259901.4777,4203132.836,3616.099121,15.5925424714162
19.72077974,259901.461,4203132.86,3616.098633,15.5864171979435
19.74995166,259901.4443,4203132.884,3616.091309,15.5802919265705
19.77912358,259901.4276,4203132.908,3616.090576,15.5741666551974
19.8082955,259901.4108,4203132.931,3616.089844,15.5680413838244
19.83746742,259901.3941,4203132.955,3616.084473,15.5619161124514
19.86663935,259901.3774,4203132.979,3616.082764,15.5557908389787
19.89581127,259901.3606,4203133.003,3616.080566,15.5496655676056
19.92498319,259901.3439,4203133.027,3616.070313,15.5435402962326
19.95415511,259901.3272,4203133.051,3616.06665,15.5374150248596
19.98332704,259901.3105,4203133.075,3616.061768,15.5312897513868
20.01249896,259901.2937,4203133.099,3616.057861,15.5251644800138
20.04167088,259901.277,4203133.123,3616.046875,15.5190392086408
20.0708428,259901.2603,4203133.147,3616.044922,15.5129139372678
20.10001472,259901.2435,4203133.17,3616.043945,15.5067886658948
20.12918665,259901.2268,4203133.194,3616.040283,15.500663392422
20.15835857,259901.2101,4203133.218,3616.040283,15.494538121049
20.18753049,259901.1934,4203133.242,3616.040283,15.488412849676
20.21670241,259901.1766,4203133.266,3616.038818,15.4822875783029
20.24587434,259901.1599,4203133.29,3616.038818,15.4761623048302
20.27504626,259901.1432,4203133.314,3616.039063,15.4700370334572
20.30421818,259901.1264,4203133.338,3616.039063,15.4639117620842
20.3333901,259901.1097,4203133.362,3616.03833,15.4577864907111
20.36256202,259901.093,4203133.386,3616.03833,15.4516612193381
20.39173395,259901.0763,4203133.409,3616.03833,15.4455359458654
20.42090587,259901.0595,4203133.433,3616.037354,15.4394106744924
20.45007779,259901.0428,4203133.457,3616.037354,15.4332854031193
20.47924971,259901.0261,4203133.481,3616.037598,15.4271601317463
20.50842164,259901.0093,4203133.505,3616.036621,15.4210348582736
20.53759356,259900.9926,4203133.529,3616.036621,15.4149095869005
20.56676548,259900.9759,4203133.553,3616.036621,15.4087843155275
20.5959374,259900.9591,4203133.577,3616.036621,15.4026590441545
20.62510932,259900.9424,4203133.601,3616.033447,15.3965337727815
20.65428125,259900.9257,4203133.625,3616.032715,15.3904084993087
20.68345317,259900.909,4203133.648,3616.031738,15.3842832279357
20.71262509,259900.8922,4203133.672,3616.022461,15.3781579565627
20.74179701,259900.8755,4203133.696,3616.019043,15.3720326851897
20.77096894,259900.8588,4203133.72,3616.014893,15.3659074117169
20.80014086,259900.842,4203133.744,3615.999512,15.3597821403439
20.82931278,259900.8253,4203133.768,3615.993652,15.3536568689709
20.8584847,259900.8086,4203133.792,3615.987061,15.3475315975979
20.88765662,259900.7919,4203133.816,3615.979736,15.3414063262248
20.91682855,259900.7751,4203133.84,3615.965576,15.3352810527521
20.94600047,259900.7584,4203133.863,3615.958252,15.3291557813791
20.97517239,259900.7417,4203133.887,3615.951904,15.323030510006
21.00434431,259900.7249,4203133.911,3615.943848,15.316905238633
21.03351624,259900.7082,4203133.935,3615.938477,15.3107799651603
21.06268816,259900.6915,4203133.959,3615.932861,15.3046546937873
21.09186008,259900.6748,4203133.983,3615.923584,15.2985294224142
21.121032,259900.658,4203134.007,3615.915283,15.2924041510412
21.15020392,259900.6413,4203134.031,3615.904297,15.2862788796682
21.17937585,259900.6246,4203134.055,3615.888428,15.2801536061955
21.20854777,259900.6078,4203134.079,3615.871094,15.2740283348224
21.23771969,259900.5911,4203134.102,3615.853271,15.2679030634494
21.26689161,259900.5744,4203134.126,3615.836426,15.2617777920764
21.29606353,259900.5577,4203134.15,3615.821777,15.2556525207034
21.32523546,259900.5409,4203134.174,3615.809082,15.2495272472306
21.35440738,259900.5242,4203134.198,3615.798096,15.2434019758576
21.3835793,259900.5075,4203134.222,3615.791992,15.2372767044846
21.41275122,259900.4907,4203134.246,3615.787354,15.2311514331116
21.44192315,259900.474,4203134.27,3615.780273,15.2250261596388
21.47109507,259900.4573,4203134.294,3615.772949,15.2189008882658
21.50026699,259900.4406,4203134.318,3615.766113,15.2127756168928
21.52943891,259900.4238,4203134.341,3615.75708,15.2066503455197
21.55861083,259900.4071,4203134.365,3615.750488,15.2005250741467
21.58778276,259900.3904,4203134.389,3615.746094,15.194399800674
21.61695468,259900.3736,4203134.413,3615.740723,15.188274529301
21.6461266,259900.3569,4203134.437,3615.734619,15.1821492579279
21.67529852,259900.3402,4203134.461,3615.728516,15.1760239865549
21.70447045,259900.3234,4203134.485,3615.720215,15.1698987130822
21.73364237,259900.3067,4203134.509,3615.709961,15.1637734417092
21.76281429,259900.29,4203134.533,3615.698975,15.1576481703361
21.79198621,259900.2733,4203134.557,3615.688965,15.1515228989631
21.82115813,259900.2565,4203134.58,3615.68335,15.1453976275901
21.85033006,259900.2398,4203134.604,3615.679443,15.1392723541173
21.87950198,259900.2231,4203134.628,3615.674805,15.1331470827443
21.9086739,259900.2063,4203134.652,3615.672363,15.1270218113713
21.93784582,259900.1896,4203134.676,3615.670166,15.1208965399983
21.96701775,259900.1729,4203134.7,3615.666992,15.1147712665255
21.99618967,259900.1562,4203134.724,3615.665039,15.1086459951525
22.02536159,259900.1394,4203134.748,3615.663574,15.1025207237795
22.05453351,259900.1227,4203134.772,3615.662354,15.0963954524065
22.08370543,259900.106,4203134.796,3615.659424,15.0902701810334
