"Trace Number","Position","Number of points per trace","Elevation data","Total odometer ticks","# bytes/point","Time Sampling Interval (ps)","# of stacks","GPS X Position","GPS Y Position","GPS Z Position","Receiver X Position","Receiver Y Position","Receiver Z Position","Transmitter X Position","Transmitter Y Position","Transmitter Z Position","Timezero adjustment","Zero Trace Flag","Time of Day","Comment flag","Comments","RX_YAW (degrees)","RX_PITCH (degrees)","RX_ROLL (degrees)","TX_YAW (degrees)","TX_PITCH (degrees)","TX_ROLL (degrees)",
1,4.000,313,0.000,0,2,3200.000,64,0.0000000,0.0000000,0.0000000,0.000,2.000,0.000,0.000,-2.000,0.000,32.300,"0x0",51375.8359375,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
2,5.000,313,0.000,0,2,3200.000,64,0.0000000,0.0000000,0.0000000,0.000,2.500,0.000,0.000,-2.500,0.000,32.300,"0x0",51404.3359375,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
3,6.000,313,0.000,0,2,3200.000,64,0.0000000,0.0000000,0.0000000,0.000,3.000,0.000,0.000,-3.000,0.000,32.300,"0x0",51420.14453125,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
4,7.000,313,0.000,0,2,3200.000,64,0.0000000,0.0000000,0.0000000,0.000,3.500,0.000,0.000,-3.500,0.000,32.300,"0x0",51430.140625,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
5,8.000,313,0.000,0,2,3200.000,64,0.0000000,0.0000000,0.0000000,0.000,4.000,0.000,0.000,-4.000,0.000,32.300,"0x0",51445.03125,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
6,9.000,313,0.000,0,2,3200.000,64,0.0000000,0.0000000,0.0000000,0.000,4.500,0.000,0.000,-4.500,0.000,32.300,"0x0",51456.8125,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
7,10.000,313,0.000,0,2,3200.000,64,0.0000000,0.0000000,0.0000000,0.000,5.000,0.000,0.000,-5.000,0.000,32.300,"0x0",51468.765625,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
8,11.000,313,0.000,0,2,3200.000,64,0.0000000,0.0000000,0.0000000,0.000,5.500,0.000,0.000,-5.500,0.000,32.300,"0x0",51478.390625,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
9,12.000,313,0.000,0,2,3200.000,64,0.0000000,0.0000000,0.0000000,0.000,6.000,0.000,0.000,-6.000,0.000,32.300,"0x0",51492.12109375,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
10,13.000,313,0.000,0,2,3200.000,64,0.0000000,0.0000000,0.0000000,0.000,6.500,0.000,0.000,-6.500,0.000,32.300,"0x0",51505.3671875,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
11,14.000,313,0.000,0,2,3200.000,64,0.0000000,0.0000000,0.0000000,0.000,7.000,0.000,0.000,-7.000,0.000,32.300,"0x0",51515.92578125,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
12,15.000,313,0.000,0,2,3200.000,64,0.0000000,0.0000000,0.0000000,0.000,7.500,0.000,0.000,-7.500,0.000,32.300,"0x0",51526.13671875,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
13,16.000,313,0.000,0,2,3200.000,64,0.0000000,0.0000000,0.0000000,0.000,8.000,0.000,0.000,-8.000,0.000,32.300,"0x0",51534.453125,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
